product,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,fenci,area_label,prod_label
豌豆油粉,云南,临沧,归口临沧,53,5309,530999,豌豆 油粉,豌豆,豌豆油粉
临翔核桃,云南,临沧,临翔区,53,5309,530902,临翔 核桃,临翔,临翔核桃
临翔澳洲坚果,云南,临沧,临翔区,53,5309,530902,临翔 澳洲 坚果,临翔,澳洲坚果
临翔相思子,云南,临沧,临翔区,53,5309,530902,临翔 相思子,临翔,相思子
临翔茶叶,云南,临沧,临翔区,53,5309,530902,临翔 茶叶,临翔,临翔茶叶
凉米线,云南,临沧,临翔区,53,5309,530902,凉 米线,,凉米线
布朗族包烧鲜鱼,云南,临沧,临翔区,53,5309,530902,布朗族 包烧 鲜鱼,布朗族,包烧鲜鱼
布朗族卵石鲜鱼汤,云南,临沧,临翔区,53,5309,530902,布朗族 卵石 鲜鱼 汤,布朗族,卵石鲜鱼汤
蜂蛹,云南,临沧,临翔区,53,5309,530902,蜂蛹,,蜂蛹
鸡枞菌,云南,临沧,临翔区,53,5309,530902,鸡枞菌,,鸡枞菌
云县树头菜,云南,临沧,云县,53,5309,530922,云县 树头 菜,云县,树头菜
云县糯食,云南,临沧,云县,53,5309,530922,云县 糯食,云县,云县糯食
云县蕨菜,云南,临沧,云县,53,5309,530922,云县 蕨菜,云县,云县蕨菜
云县香菜,云南,临沧,云县,53,5309,530922,云县 香菜,云县,云县香菜
云县鸡松,云南,临沧,云县,53,5309,530922,云县 鸡松,云县,云县鸡松
叶腊石,云南,临沧,云县,53,5309,530922,叶腊石,,叶腊石
土鸡米线,云南,临沧,云县,53,5309,530922,土鸡 米线,土鸡,土鸡米线
布朗族瓦房帽,云南,临沧,云县,53,5309,530922,布朗族 瓦房 帽,布朗族,瓦房帽
旺子米线,云南,临沧,云县,53,5309,530922,旺子 米线,旺子,旺子米线
涌宝冬萝卜,云南,临沧,云县,53,5309,530922,涌宝冬 萝卜,涌宝冬,萝卜
火腿木瓜鸡,云南,临沧,云县,53,5309,530922,火腿 木瓜 鸡,火腿,木瓜鸡
白花木瓜,云南,临沧,云县,53,5309,530922,白花木瓜,,白花木瓜
白莺山茶,云南,临沧,云县,53,5309,530922,白莺 山茶,白莺,白莺山茶
老棚香蕉,云南,临沧,云县,53,5309,530922,老棚 香蕉,老棚,老棚香蕉
舂干巴,云南,临沧,云县,53,5309,530922,舂 干巴,,舂干巴
茂兰油鸡枞,云南,临沧,云县,53,5309,530922,茂兰 油鸡 枞,茂兰,油鸡枞
黄果软饼,云南,临沧,云县,53,5309,530922,黄果 软饼,黄果,黄果软饼
临沧泡核桃,云南,临沧,凤庆县,53,5309,530921,临沧 泡 核桃,临沧,泡核桃
凤庆山胡椒酱,云南,临沧,凤庆县,53,5309,530921,凤庆 山胡椒 酱,凤庆,山胡椒酱
凤庆核桃,云南,临沧,凤庆县,53,5309,530921,凤庆 核桃,凤庆,凤庆核桃
凤庆红花油茶,云南,临沧,凤庆县,53,5309,530921,凤庆 红花油茶,凤庆,红花油茶
凤庆茶叶,云南,临沧,凤庆县,53,5309,530921,凤庆 茶叶,凤庆,凤庆茶叶
卷粉,云南,临沧,凤庆县,53,5309,530921,卷粉,,卷粉
无角黑山羊,云南,临沧,凤庆县,53,5309,530921,无角 黑山羊,无角,黑山羊
树头菜,云南,临沧,凤庆县,53,5309,530921,树头 菜,,树头菜
毛豆腐,云南,临沧,凤庆县,53,5309,530921,毛豆腐,,毛豆腐
猪血肠,云南,临沧,凤庆县,53,5309,530921,猪 血肠,,猪血肠
白花煮豆米,云南,临沧,凤庆县,53,5309,530921,白花 煮 豆米,白花,煮豆米
粑粑卷,云南,临沧,凤庆县,53,5309,530921,粑粑 卷,,粑粑卷
粑粑和粑粑锤,云南,临沧,凤庆县,53,5309,530921,粑粑 和 粑粑 锤,粑粑,和粑粑锤
茶树花凉拌,云南,临沧,凤庆县,53,5309,530921,茶树 花 凉拌,茶树,花凉拌
酱豆,云南,临沧,凤庆县,53,5309,530921,酱豆,,酱豆
酱豆腐,云南,临沧,凤庆县,53,5309,530921,酱豆腐,,酱豆腐
鹌鹑肉汤,云南,临沧,凤庆县,53,5309,530921,鹌鹑 肉汤,鹌鹑,鹌鹑肉汤
临沧傣族牛撒撇,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,临沧 傣族 牛撒撇,临沧,傣族牛撒撇
五香茶叶蛋,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,五香 茶叶蛋,五香,茶叶蛋
傣族烤崩,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,傣族 烤 崩,傣族,傣族烤崩
傣族竹筒茶,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,傣族 竹筒 茶,傣族,竹筒茶
勐库大叶种茶,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,勐库大叶种茶,,勐库大叶种茶
勐库普洱茶,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,勐库 普洱茶,勐库,普洱茶
双江冰岛茶,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,双江 冰岛 茶,双江,冰岛茶
滇红,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,滇红,,滇红
牛肚被,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,牛肚 被,,牛肚被
米措,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,米措,,米措
茶叶香糯鸡,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,茶叶 香糯 鸡,茶叶,香糯鸡
雷丸,云南,临沧,双江拉祜族佤族布朗族傣族自治县,53,5309,530925,雷丸,,雷丸
乌木龙葫芦梨,云南,临沧,永德县,53,5309,530923,乌木 龙 葫芦 梨,乌木,龙葫芦梨
俐侎人竹筒雷响茶,云南,临沧,永德县,53,5309,530923,俐 侎 人 竹筒 雷响 茶,,俐侎人竹筒雷响茶
永德核桃,云南,临沧,永德县,53,5309,530923,永德 核桃,永德,永德核桃
永德茶叶,云南,临沧,永德县,53,5309,530923,永德 茶叶,永德,永德茶叶
永德荔枝,云南,临沧,永德县,53,5309,530923,永德 荔枝,永德,永德荔枝
永德诃子,云南,临沧,永德县,53,5309,530923,永德 诃子,永德,永德诃子
永德豌豆凉粉,云南,临沧,永德县,53,5309,530923,永德 豌豆 凉粉,永德,豌豆凉粉
骂榴拌豆芽,云南,临沧,永德县,53,5309,530923,骂榴拌 豆芽,骂榴拌,豆芽
骂萿果,云南,临沧,永德县,53,5309,530923,骂 萿 果,,骂萿果
佤族水酒,云南,临沧,沧源佤族自治县,53,5309,530927,佤族 水酒,佤族,佤族水酒
佤族烟锅,云南,临沧,沧源佤族自治县,53,5309,530927,佤族 烟锅,佤族,佤族烟锅
佤族酸肉,云南,临沧,沧源佤族自治县,53,5309,530927,佤族 酸肉,佤族,佤族酸肉
沧源核桃,云南,临沧,沧源佤族自治县,53,5309,530927,沧源 核桃,沧源,沧源核桃
清炖牛肉,云南,临沧,沧源佤族自治县,53,5309,530927,清炖 牛肉,清炖,清炖牛肉
滇红老茶汤,云南,临沧,沧源佤族自治县,53,5309,530927,滇红 老 茶汤,滇红,老茶汤
石板荞粑粑,云南,临沧,沧源佤族自治县,53,5309,530927,石板 荞 粑粑,石板,荞粑粑
稀豆粉米线,云南,临沧,沧源佤族自治县,53,5309,530927,稀 豆粉 米线,,稀豆粉米线
简帕,云南,临沧,沧源佤族自治县,53,5309,530927,简帕,,简帕
红老茶汤,云南,临沧,沧源佤族自治县,53,5309,530927,红老 茶汤,红老,红老茶汤
红茶块肉,云南,临沧,沧源佤族自治县,53,5309,530927,红茶 块 肉,红茶,红茶块肉
红茶烧肉,云南,临沧,沧源佤族自治县,53,5309,530927,红茶 烧肉,红茶,红茶烧肉
观音菜,云南,临沧,沧源佤族自治县,53,5309,530927,观音 菜,,观音菜
三南名茶,云南,临沧,耿马傣族佤族自治县,53,5309,530926,三南 名茶,三南,三南名茶
佤族鸡肉烂饭,云南,临沧,耿马傣族佤族自治县,53,5309,530926,佤族 鸡肉 烂饭,佤族,鸡肉烂饭
勐永土锅,云南,临沧,耿马傣族佤族自治县,53,5309,530926,勐永土 锅,,勐永土锅
竹荪汤爆肚,云南,临沧,耿马傣族佤族自治县,53,5309,530926,竹荪 汤 爆肚,竹荪,汤爆肚
红烧鸡枞,云南,临沧,耿马傣族佤族自治县,53,5309,530926,红烧 鸡枞,红烧,红烧鸡枞
耿马傣味,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马 傣味,耿马,耿马傣味
耿马橡胶,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马 橡胶,耿马,耿马橡胶
耿马毫崩,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马 毫崩,耿马,耿马毫崩
耿马蒸酶茶,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马蒸 酶 茶,耿马蒸,酶茶
耿马蔗糖,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马 蔗糖,耿马,耿马蔗糖
耿马香蕉,云南,临沧,耿马傣族佤族自治县,53,5309,530926,耿马 香蕉,耿马,耿马香蕉
骂肥果,云南,临沧,耿马傣族佤族自治县,53,5309,530926,骂 肥果,,骂肥果
亚热带的党参,云南,临沧,镇康县,53,5309,530924,亚热带 的 党参,亚热带,的党参
傣族牛撒撇,云南,临沧,镇康县,53,5309,530924,傣族 牛撒撇,傣族,牛撒撇
小黄糯玉米砂,云南,临沧,镇康县,53,5309,530924,小黄 糯玉米 砂,小黄,糯玉米砂
德昂族筒裙,云南,临沧,镇康县,53,5309,530924,德昂族 筒裙,德昂族,筒裙
德昂族腰箍,云南,临沧,镇康县,53,5309,530924,德昂族 腰 箍,德昂族,腰箍
竹宴席,云南,临沧,镇康县,53,5309,530924,竹 宴席,,竹宴席
酸扒菜,云南,临沧,镇康县,53,5309,530924,酸 扒 菜,,酸扒菜
镇康咖啡,云南,临沧,镇康县,53,5309,530924,镇康 咖啡,镇康,镇康咖啡
镇康核桃,云南,临沧,镇康县,53,5309,530924,镇康 核桃,镇康,镇康核桃
镇康澳洲坚果,云南,临沧,镇康县,53,5309,530924,镇康 澳洲 坚果,镇康,澳洲坚果
高峰黄牛,云南,临沧,镇康县,53,5309,530924,高峰黄牛,,高峰黄牛
鸡肉烂饭,云南,临沧,镇康县,53,5309,530924,鸡肉 烂饭,鸡肉,鸡肉烂饭
七星背包,云南,丽江,归口丽江,53,5307,530799,七星 背包,七星,七星背包
三川火腿,云南,丽江,归口丽江,53,5307,530799,三川火腿,,三川火腿
三文鱼,云南,丽江,归口丽江,53,5307,530799,三文鱼,,三文鱼
东巴纺织,云南,丽江,归口丽江,53,5307,530799,东巴 纺织,东巴,东巴纺织
丽江冬虫夏草,云南,丽江,归口丽江,53,5307,530799,丽江 冬虫夏草,丽江,冬虫夏草
丽江天麻,云南,丽江,归口丽江,53,5307,530799,丽江 天麻,丽江,丽江天麻
丽江汽锅鸡,云南,丽江,归口丽江,53,5307,530799,丽江 汽锅 鸡,丽江,汽锅鸡
丽江豆焖饭,云南,丽江,归口丽江,53,5307,530799,丽江 豆 焖饭,丽江,豆焖饭
丽江酥油茶,云南,丽江,归口丽江,53,5307,530799,丽江 酥油茶,丽江,酥油茶
丽江铜器,云南,丽江,归口丽江,53,5307,530799,丽江 铜器,丽江,丽江铜器
丽江雪茶,云南,丽江,归口丽江,53,5307,530799,丽江 雪茶,丽江,丽江雪茶
丽江风味小吃,云南,丽江,归口丽江,53,5307,530799,丽江 风味小吃,丽江,风味小吃
乌木春绿茶,云南,丽江,归口丽江,53,5307,530799,乌木 春 绿茶,乌木,春绿茶
云南野生菌,云南,丽江,归口丽江,53,5307,530799,云南 野生 菌,云南,野生菌
云归,云南,丽江,归口丽江,53,5307,530799,云归,,云归
云木香,云南,丽江,归口丽江,53,5307,530799,云木香,,云木香
华坪核桃,云南,丽江,归口丽江,53,5307,530799,华坪 核桃,华坪,华坪核桃
吹肝,云南,丽江,归口丽江,53,5307,530799,吹 肝,,吹肝
坨坨肉,云南,丽江,归口丽江,53,5307,530799,坨 坨 肉,,坨坨肉
多利九补,云南,丽江,归口丽江,53,5307,530799,多利 九补,多利,多利九补
多利几补,云南,丽江,归口丽江,53,5307,530799,多利 几补,多利,多利几补
宁蒗彝族砣砣肉,云南,丽江,归口丽江,53,5307,530799,宁蒗 彝族 砣 砣 肉,宁蒗,彝族砣砣肉
宁蒗黑绵羊,云南,丽江,归口丽江,53,5307,530799,宁蒗 黑 绵羊,宁蒗,黑绵羊
小凉山苹果,云南,丽江,归口丽江,53,5307,530799,小凉山 苹果,小凉山,苹果
山嵛菜,云南,丽江,归口丽江,53,5307,530799,山嵛菜,,山嵛菜
当归,云南,丽江,归口丽江,53,5307,530799,当归,,当归
彝族腌菜,云南,丽江,归口丽江,53,5307,530799,彝族 腌菜,彝族,彝族腌菜
彝族转转酒,云南,丽江,归口丽江,53,5307,530799,彝族 转转 酒,彝族,转转酒
彭氏长生汤锅鸡,云南,丽江,归口丽江,53,5307,530799,彭氏 长生 汤锅 鸡,彭氏,长生汤锅鸡
拉市海鲫鱼,云南,丽江,归口丽江,53,5307,530799,拉市海 鲫鱼,拉市海,鲫鱼
摩梭人的猪膘肉,云南,丽江,归口丽江,53,5307,530799,摩梭人 的 猪 膘 肉,摩梭人,的猪膘肉
摩梭红米,云南,丽江,归口丽江,53,5307,530799,摩梭 红米,摩梭,摩梭红米
新丽江马,云南,丽江,归口丽江,53,5307,530799,新 丽江 马,,新丽江马
木鱼铃,云南,丽江,归口丽江,53,5307,530799,木鱼 铃,,木鱼铃
杜鹃花炒蛋,云南,丽江,归口丽江,53,5307,530799,杜鹃花 炒蛋,杜鹃花,炒蛋
永胜沙金,云南,丽江,归口丽江,53,5307,530799,永胜 沙金,永胜,永胜沙金
永胜油茶,云南,丽江,归口丽江,53,5307,530799,永胜 油茶,永胜,永胜油茶
永胜瓷器,云南,丽江,归口丽江,53,5307,530799,永胜 瓷器,永胜,永胜瓷器
永胜硬蜜,云南,丽江,归口丽江,53,5307,530799,永胜 硬蜜,永胜,永胜硬蜜
永胜陶瓷,云南,丽江,归口丽江,53,5307,530799,永胜 陶瓷,永胜,永胜陶瓷
河口三可口,云南,丽江,归口丽江,53,5307,530799,河口 三 可口,河口,三可口
泸沽湖清酒,云南,丽江,归口丽江,53,5307,530799,泸沽湖 清酒,泸沽湖,清酒
海棠,云南,丽江,归口丽江,53,5307,530799,海棠,,海棠
"海棠果,海棠",云南,丽江,归口丽江,53,5307,530799,"海棠果 , 海棠",海棠果,",海棠"
烧玉米,云南,丽江,归口丽江,53,5307,530799,烧 玉米,,烧玉米
照水梅,云南,丽江,归口丽江,53,5307,530799,照水梅,,照水梅
牦牛肉火锅,云南,丽江,归口丽江,53,5307,530799,牦牛肉 火锅,牦牛肉,火锅
猪膘肉,云南,丽江,归口丽江,53,5307,530799,猪 膘 肉,,猪膘肉
玉龙雪山山珍雪茶,云南,丽江,归口丽江,53,5307,530799,玉龙雪山 山珍 雪茶,玉龙雪山,山珍雪茶
玉龙雪山虫草,云南,丽江,归口丽江,53,5307,530799,玉龙雪山 虫草,玉龙雪山,虫草
玉龙雪山野生天麻,云南,丽江,归口丽江,53,5307,530799,玉龙雪山 野生 天麻,玉龙雪山,野生天麻
玉龙雪山雪茶,云南,丽江,归口丽江,53,5307,530799,玉龙雪山 雪茶,玉龙雪山,雪茶
玛卡,云南,丽江,归口丽江,53,5307,530799,玛卡,,玛卡
珠子参,云南,丽江,归口丽江,53,5307,530799,珠子参,,珠子参
甜米酒,云南,丽江,归口丽江,53,5307,530799,甜 米酒,,甜米酒
白芸豆,云南,丽江,归口丽江,53,5307,530799,白芸豆,,白芸豆
程海湖螺旋藻,云南,丽江,归口丽江,53,5307,530799,程海湖 螺旋藻,程海湖,螺旋藻
程海银鱼,云南,丽江,归口丽江,53,5307,530799,程海 银鱼,程海,程海银鱼
程海鱼,云南,丽江,归口丽江,53,5307,530799,程 海鱼,,程海鱼
窨酒,云南,丽江,归口丽江,53,5307,530799,窨 酒,,窨酒
米灌肠,云南,丽江,归口丽江,53,5307,530799,米 灌肠,,米灌肠
糯火血肠,云南,丽江,归口丽江,53,5307,530799,糯火 血肠,糯火,糯火血肠
糯米血肠,云南,丽江,归口丽江,53,5307,530799,糯米 血肠,糯米,糯米血肠
紫杉醇,云南,丽江,归口丽江,53,5307,530799,紫杉醇,,紫杉醇
纳西族的七星披肩,云南,丽江,归口丽江,53,5307,530799,纳西族 的 七星 披肩,纳西族,的七星披肩
纳西火锅,云南,丽江,归口丽江,53,5307,530799,纳西 火锅,纳西,纳西火锅
纳西烤肉,云南,丽江,归口丽江,53,5307,530799,纳西 烤肉,纳西,纳西烤肉
纳西米灌肠,云南,丽江,归口丽江,53,5307,530799,纳西 米 灌肠,纳西,米灌肠
腊渣酒,云南,丽江,归口丽江,53,5307,530799,腊渣 酒,,腊渣酒
腌酸鱼,云南,丽江,归口丽江,53,5307,530799,腌酸鱼,,腌酸鱼
芒香源芒果,云南,丽江,归口丽江,53,5307,530799,芒香源 芒果,芒香源,芒果
花纹米粑,云南,丽江,归口丽江,53,5307,530799,花纹 米 粑,花纹,花纹米粑
苏理玛酒,云南,丽江,归口丽江,53,5307,530799,苏理玛酒,,苏理玛酒
苗家百褶裙,云南,丽江,归口丽江,53,5307,530799,苗家 百褶裙,苗家,百褶裙
苦荞粑粑,云南,丽江,归口丽江,53,5307,530799,苦荞 粑粑,苦荞,苦荞粑粑
虎掌菌,云南,丽江,归口丽江,53,5307,530799,虎掌菌,,虎掌菌
酥理玛,云南,丽江,归口丽江,53,5307,530799,酥理玛,,酥理玛
金沙红陶,云南,丽江,归口丽江,53,5307,530799,金沙 红陶,金沙,金沙红陶
金边白瓜子,云南,丽江,归口丽江,53,5307,530799,金边白瓜子,,金边白瓜子
青刺果油,云南,丽江,归口丽江,53,5307,530799,青刺 果油,青刺,青刺果油
青蛙皮,云南,丽江,归口丽江,53,5307,530799,青蛙 皮,,青蛙皮
香橼,云南,丽江,归口丽江,53,5307,530799,香橼,,香橼
高原野生羊肚菌,云南,丽江,归口丽江,53,5307,530799,高原 野生 羊肚菌,高原,野生羊肚菌
鸡豆凉粉,云南,丽江,归口丽江,53,5307,530799,鸡豆 凉粉,鸡豆,鸡豆凉粉
麻补,云南,丽江,归口丽江,53,5307,530799,麻补,,麻补
黄豆面,云南,丽江,归口丽江,53,5307,530799,黄豆面,,黄豆面
黑山羊火锅,云南,丽江,归口丽江,53,5307,530799,黑山羊 火锅,黑山羊,火锅
东巴挂毯,云南,丽江,古城区,53,5307,530702,东巴 挂毯,东巴,东巴挂毯
东巴木雕,云南,丽江,古城区,53,5307,530702,东巴 木雕,东巴,东巴木雕
东巴艺术品,云南,丽江,古城区,53,5307,530702,东巴 艺术品,东巴,艺术品
东巴蜡染,云南,丽江,古城区,53,5307,530702,东巴 蜡染,东巴,东巴蜡染
丽江三文鱼,云南,丽江,古城区,53,5307,530702,丽江 三文鱼,丽江,三文鱼
丽江人参,云南,丽江,古城区,53,5307,530702,丽江 人参,丽江,丽江人参
丽江凉粉,云南,丽江,古城区,53,5307,530702,丽江 凉粉,丽江,丽江凉粉
丽江木制工艺品,云南,丽江,古城区,53,5307,530702,丽江 木制 工艺品,丽江,木制工艺品
丽江松茸,云南,丽江,古城区,53,5307,530702,丽江 松茸,丽江,丽江松茸
丽江海棠,云南,丽江,古城区,53,5307,530702,丽江 海棠,丽江,丽江海棠
丽江窨酒,云南,丽江,古城区,53,5307,530702,丽江 窨 酒,丽江,丽江窨酒
丽江粑粑,云南,丽江,古城区,53,5307,530702,丽江 粑粑,丽江,丽江粑粑
丽江糍粑,云南,丽江,古城区,53,5307,530702,丽江 糍粑,丽江,丽江糍粑
丽江红豆,云南,丽江,古城区,53,5307,530702,丽江 红豆,丽江,丽江红豆
丽江蜜饯,云南,丽江,古城区,53,5307,530702,丽江 蜜饯,丽江,丽江蜜饯
丽江铜锁,云南,丽江,古城区,53,5307,530702,丽江 铜锁,丽江,丽江铜锁
丽江鸡粽,云南,丽江,古城区,53,5307,530702,丽江 鸡 粽,丽江,丽江鸡粽
冰粉凉宵,云南,丽江,古城区,53,5307,530702,冰粉 凉宵,冰粉,冰粉凉宵
土豆粑粑,云南,丽江,古城区,53,5307,530702,土豆 粑粑,土豆,土豆粑粑
大杂锅,云南,丽江,古城区,53,5307,530702,大杂 锅,,大杂锅
大肉包,云南,丽江,古城区,53,5307,530702,大 肉包,,大肉包
岩巴玖,云南,丽江,古城区,53,5307,530702,岩巴玖,,岩巴玖
手工编织披肩,云南,丽江,古城区,53,5307,530702,手工 编织 披肩,手工,编织披肩
水蜻蜓,云南,丽江,古城区,53,5307,530702,水 蜻蜓,,水蜻蜓
炸蜻蜓,云南,丽江,古城区,53,5307,530702,炸 蜻蜓,,炸蜻蜓
牦牛火锅,云南,丽江,古城区,53,5307,530702,牦牛 火锅,牦牛,牦牛火锅
白米糕,云南,丽江,古城区,53,5307,530702,白米 糕,,白米糕
红皮小西瓜籽,云南,丽江,古城区,53,5307,530702,红皮 小 西瓜籽,红皮,小西瓜籽
纳西族丽江粑粑,云南,丽江,古城区,53,5307,530702,纳西族 丽江 粑粑,纳西族,丽江粑粑
纳西烤鱼,云南,丽江,古城区,53,5307,530702,纳西 烤鱼,纳西,纳西烤鱼
腊排骨,云南,丽江,古城区,53,5307,530702,腊 排骨,,腊排骨
腊排骨火锅,云南,丽江,古城区,53,5307,530702,腊 排骨 火锅,,腊排骨火锅
茨满梨,云南,丽江,古城区,53,5307,530702,茨 满 梨,,茨满梨
菜米灌肠,云南,丽江,古城区,53,5307,530702,菜米 灌肠,菜米,菜米灌肠
虫草汽锅鸡,云南,丽江,古城区,53,5307,530702,虫草 汽锅 鸡,虫草,汽锅鸡
青蛙饼,云南,丽江,古城区,53,5307,530702,青蛙 饼,,青蛙饼
