product,area_label,prod_label,province,dili_sign
麻阳小籽花生,麻阳,小籽花生,43,1
麻阳柑橘,麻阳,麻阳柑橘,43,1
麻阳白鹅,麻阳,麻阳白鹅,43,1
炎陵黄桃,炎陵,炎陵黄桃,43,1
酃县白鹅,,酃县白鹅,43,1
茶陵大蒜,茶陵,茶陵大蒜,43,1
茶陵黄牛,茶陵,茶陵黄牛,43,1
东安鸡,,东安鸡,43,1
新田大豆,新田,新田大豆,43,1
永州山苍子油,永州,山苍子油,43,1
陶岭三味辣椒,陶岭,三味辣椒,43,1
江华苦茶,江华,江华苦茶,43,1
瑶山雪梨,瑶山,瑶山雪梨,43,1
湘莲,,湘莲,43,1
湘西黄牛,湘西,湘西黄牛,43,1
湘西黄金茶,湘西,黄金茶,43,1
湘西黑猪,湘西,湘西黑猪,43,1
保靖黄金茶,保靖,黄金茶,43,1
湘西猕猴桃,湘西,猕猴桃,43,1
凤凰姜糖,凤凰,凤凰姜糖,43,1
凤凰血粑鸭,凤凰,血粑鸭,43,1
古丈毛尖,古丈,古丈毛尖,43,1
古丈红茶,,古丈红茶,43,1
溪洲莓茶,,溪洲莓茶,43,1
泸溪椪柑,泸溪,泸溪椪柑,43,1
浦市铁骨猪,,浦市铁骨猪,43,1
龙山七姊妹辣椒,龙山,七姊妹辣椒,43,1
龙山百合,龙山,龙山百合,43,1
龙山萝卜,龙山,龙山萝卜,43,1
南县小龙虾,南县,小龙虾,43,1
安化千两茶,安化,千两茶,43,1
安化红茶,安化,安化红茶,43,1
安化黑茶,安化,安化黑茶,43,1
衡南烟叶,衡南,衡南烟叶,43,1
邵东流泽玉竹,邵东,流泽玉竹,43,1
邵东玉竹,邵东,邵东玉竹,43,1
邵东黄花菜,邵东,黄花菜,43,1
城步青钱柳茶,城步,青钱柳茶,43,1
崀山脐橙,崀山,崀山脐橙,43,1
新宁脐橙,新宁,新宁脐橙,43,1
绥宁绞股蓝,绥宁,绞股蓝,43,1
绥宁青钱柳茶,绥宁,青钱柳茶,43,1
邵阳茶油,邵阳,邵阳茶油,43,1
隆回金银花,隆回,金银花,43,1
隆回龙牙百合,隆回,龙牙百合,43,1
郴州高山禾花鱼,郴州,高山禾花鱼,43,1
宜章红炮,宜章,宜章红炮,43,1
宜章脐橙,宜章,宜章脐橙,43,1
桂东玲珑茶,桂东,玲珑茶,43,1
宁乡沩山毛尖茶,宁乡,沩山毛尖茶,43,1
宁乡猪,,宁乡猪,43,1
沙坪湘绣,沙坪,沙坪湘绣,43,1
东乡手抓羊肉,东乡,手抓羊肉,62,1
和政啤特果,和政,啤特果,62,1
兰州百合,兰州,兰州百合,62,1
安宁白凤桃,安宁,白凤桃,62,1
榆中大白菜,榆中,大白菜,62,1
榆中莲花菜,榆中,莲花菜,62,1
榆中菜花,榆中,榆中菜花,62,1
苦水玫瑰,苦水,苦水玫瑰,62,1
皋兰旱砂西瓜,皋兰,旱砂西瓜,62,1
皋兰禾尚头小麦,皋兰,禾尚头小麦,62,1
皋兰红砂洋芋,皋兰,红砂洋芋,62,1
皋兰软儿梨,皋兰,软儿梨,62,1
嘉峪关泥沟胡萝卜,嘉峪关,泥沟胡萝卜,62,1
嘉峪关洋葱,嘉峪关,洋葱,62,1
嘉峪关野麻湾西瓜,嘉峪关,野麻湾西瓜,62,1
张家川红花牛,张家川,红花牛,62,1
武山韭菜,武山,武山韭菜,62,1
清水半夏,,清水半夏,62,1
清水大麻,清水,清水大麻,62,1
清水粉壳蛋,清水,粉壳蛋,62,1
花牛苹果,花牛,花牛苹果,62,1
甘谷大葱,甘谷,甘谷大葱,62,1
秦安花椒,秦安,秦安花椒,62,1
秦安苹果,秦安,秦安苹果,62,1
秦安蜜桃,秦安,秦安蜜桃,62,1
秦州大樱桃,秦州,大樱桃,62,1
临洮大丽花,临洮,大丽花,62,1
临洮马铃薯,临洮,马铃薯,62,1
定西马铃薯,定西,马铃薯,62,1
岷县当归,岷县,岷县当归,62,1
岷县蕨麻猪,岷县,蕨麻猪,62,1
岷县黑裘皮羊,岷县,黑裘皮羊,62,1
渭源白条党参,渭源,白条党参,62,1
渭源马铃薯种薯,渭源,马铃薯种薯,62,1
通渭苦荞麦,通渭,苦荞麦,62,1
陇西白条党参,陇西,白条党参,62,1
陇西腊肉,陇西,陇西腊肉,62,1
陇西黄芪,陇西,陇西黄芪,62,1
华亭大黄,华亭,华亭大黄,62,1
华亭核桃,华亭,华亭核桃,62,1
华亭独活,华亭,华亭独活,62,1
平凉金果,平凉,平凉金果,62,1
平凉红牛,平凉,平凉红牛,62,1
静宁苹果,静宁,静宁苹果,62,1
庆阳刺绣,庆阳,庆阳刺绣,62,1
庆阳苹果,庆阳,庆阳苹果,62,1
庆阳荞麦,庆阳,庆阳荞麦,62,1
庆阳小米,庆阳,庆阳小米,62,1
庆阳香包,庆阳,庆阳香包,62,1
庆阳香瓜,庆阳,庆阳香瓜,62,1
庆阳驴,,庆阳驴,62,1
庆阳黑山羊,庆阳,黑山羊,62,1
庆阳黄花菜,庆阳,黄花菜,62,1
正宁大葱,正宁,正宁大葱,62,1
环县皮影,环县,环县皮影,62,1
环县羊羔肉,环县,羊羔肉,62,1
环县荞麦,环县,环县荞麦,62,1
庆阳白瓜子,庆阳,白瓜子,62,1
临泽红枣,临泽,临泽红枣,62,1
山丹羊肉,山丹,山丹羊肉,62,1
张掖肉牛,张掖,张掖肉牛,62,1
张掖玉米种子,张掖,玉米种子,62,1
张掖红地球葡萄,张掖,红地球葡萄,62,1
肃南牦牛,肃南,肃南牦牛,62,1
肃南甘肃高山细毛羊,肃南,甘肃高山细毛羊,62,1
肃南马鹿鹿茸,肃南,马鹿鹿茸,62,1
武威酿酒葡萄,武威,酿酒葡萄,62,1
岔口驿走马,岔口驿,走马,62,1
甘加羊,,甘加羊,62,1
甘加藏羊,,甘加藏羊,62,1
玛曲欧拉羊,玛曲,欧拉羊,62,1
玛曲河曲马,,玛曲河曲马,62,1
玛曲牦牛,玛曲,玛曲牦牛,62,1
舟曲核桃,舟曲,舟曲核桃,62,1
甘南牦牛奶粉,甘南,牦牛奶粉,62,1
会宁亚麻油,会宁,亚麻油,62,1
景泰枸杞,景泰,景泰枸杞,62,1
靖远旱砂西瓜,靖远,旱砂西瓜,62,1
靖远枸杞,靖远,靖远枸杞,62,1
靖远羊羔肉,靖远,羊羔肉,62,1
靖远黑瓜籽,靖远,黑瓜籽,62,1
玉门酒花,玉门,玉门酒花,62,1
瓜州枸杞,瓜州,瓜州枸杞,62,1
瓜州甜瓜,瓜州,瓜州甜瓜,62,1
瓜州蜜瓜,瓜州,瓜州蜜瓜,62,1
瓜州西瓜,瓜州,瓜州西瓜,62,1
瓜州锁阳,瓜州,瓜州锁阳,62,1
酒泉夜光杯,酒泉,夜光杯,62,1
酒泉洋葱,酒泉,酒泉洋葱,62,1
金塔番茄,金塔,金塔番茄,62,1
哈尔腾哈萨克羊,哈尔腾,哈萨克羊,62,1
永昌啤酒大麦,永昌,啤酒大麦,62,1
永昌肉羊,永昌,永昌肉羊,62,1
永昌胡萝卜,永昌,胡萝卜,62,1
金川红辣椒,金川,红辣椒,62,1
两当狼牙蜜,两当,狼牙蜜,62,1
宕昌党参,宕昌,宕昌党参,62,1
宕昌大黄,宕昌,宕昌大黄,62,1
康县黑木耳,康县,黑木耳,62,1
康县龙神茶,康县,龙神茶,62,1
徽县紫皮大蒜,徽县,紫皮大蒜,62,1
徽县银杏,徽县,徽县银杏,62,1
成县核桃,成县,成县核桃,62,1
文县绿茶,文县,文县绿茶,62,1
陇南绿茶,陇南,陇南绿茶,62,1
武都橄榄油,武都,橄榄油,62,1
武都红芪,武都,武都红芪,62,1
武都纹党参,武都,纹党参,62,1
武都花椒,武都,武都花椒,62,1
礼县大黄,礼县,礼县大黄,62,1
礼县苹果,礼县,礼县苹果,62,1
西和半夏,西和,西和半夏,62,1
建宁水稻种子,建宁,水稻种子,35,1
建宁通心白莲,建宁,通心白莲,35,1
建宁黄花梨,建宁,黄花梨,35,1
建莲,,建莲,35,1
明溪淮山,明溪,明溪淮山,35,1
明溪红豆杉,明溪,红豆杉,35,1
明溪金线莲,明溪,金线莲,35,1
三元草珊瑚,三元,草珊瑚,35,1
三明翠碧一号烤烟,三明,翠碧一号烤烟,35,1
光泽厚朴,光泽,光泽厚朴,35,1
光泽溪鱼,光泽,光泽溪鱼,35,1
南平烤烟,南平,南平烤烟,35,1
延平百合,延平,延平百合,35,1
建瓯北苑贡茶,建瓯,北苑贡茶,35,1
建瓯锥栗,建瓯,建瓯锥栗,35,1
建泽泻,,建泽泻,35,1
建盏,,建盏,35,1
建阳桔柚,建阳,建阳桔柚,35,1
建阳漳墩锥栗,建阳,漳墩锥栗,35,1
建阳白茶,建阳,建阳白茶,35,1
松溪红茶,松溪,松溪红茶,35,1
松溪绿茶,松溪,松溪绿茶,35,1
浦城丹桂,浦城,浦城丹桂,35,1
浦城桂花,浦城,浦城桂花,35,1
浦城薏米,浦城,浦城薏米,35,1
邵武碎铜茶,邵武,碎铜茶,35,1
邵武笋干,邵武,邵武笋干,35,1
邵武蜜桔,邵武,邵武蜜桔,35,1
顺昌海鲜菇,顺昌,海鲜菇,35,1
顺昌竹荪,顺昌,顺昌竹荪,35,1
顺昌红肉脐橙,顺昌,红肉脐橙,35,1
顺昌芦柑,顺昌,顺昌芦柑,35,1
宁德大黄鱼,宁德,大黄鱼,35,1
宁德缢蛏,宁德,宁德缢蛏,35,1
福安刺葡萄,福安,刺葡萄,35,1
福安巨峰葡萄,福安,巨峰葡萄,35,1
福安水蜜桃,福安,水蜜桃,35,1
福安油茶油,福安,油茶油,35,1
福安穆阳水蜜桃,福安,穆阳水蜜桃,35,1
福安绿笋,福安,福安绿笋,35,1
福安芙蓉李,福安,芙蓉李,35,1
福安葡萄,福安,福安葡萄,35,1
福鼎四季柚,福鼎,四季柚,35,1
福鼎白琳工夫,福鼎,白琳工夫,35,1
福鼎白茶,福鼎,福鼎白茶,35,1
福鼎绿茶,福鼎,福鼎绿茶,35,1
福鼎芋,,福鼎芋,35,1
福鼎银针白毫,福鼎,银针白毫,35,1
福鼎黄栀子,福鼎,黄栀子,35,1
泉州龙眼,泉州,泉州龙眼,35,1
福建乌龙茶,福建,乌龙茶,35,1
漳州水仙,漳州,漳州水仙,35,1
漳州芦柑,漳州,漳州芦柑,35,1
漳州香蕉,漳州,漳州香蕉,35,1
漳江口大蚝,,漳江口大蚝,35,1
华安坪山柚,华安,坪山柚,35,1
华安玉雕,华安,华安玉雕,35,1
华安铁观音,华安,铁观音,35,1
漳浦大葱,漳浦,漳浦大葱,35,1
漳浦沙西红鲟,漳浦,沙西红鲟,35,1
漳浦穿心莲,漳浦,穿心莲,35,1
漳浦蝴蝶兰,漳浦,蝴蝶兰,35,1
诏安八仙茶,诏安,八仙茶,35,1
诏安柿饼,诏安,诏安柿饼,35,1
诏安灰鹅,诏安,诏安灰鹅,35,1
诏安苦丁茶,诏安,苦丁茶,35,1
福清白对虾,福清,白对虾,35,1
福州橄榄,福州,福州橄榄,35,1
福州福桔,福州,福州福桔,35,1
福州鱼丸,福州,福州鱼丸,35,1
平潭水仙花,平潭,水仙花,35,1
福州脱胎漆器,福州,脱胎漆器,35,1
罗源下廪羊,罗源,下廪羊,35,1
罗源秀珍菇,罗源,秀珍菇,35,1
连江鲍鱼,连江,连江鲍鱼,35,1
长乐漳港海蚌,长乐,漳港海蚌,35,1
长乐番薯,长乐,长乐番薯,35,1
长乐青山龙眼,长乐,青山龙眼,35,1
闽侯橄榄,闽侯,闽侯橄榄,35,1
闽清粉干,闽清,闽清粉干,35,1
福州茉莉花茶,福州,茉莉花茶,35,1
莆田红毛菜,莆田,红毛菜,35,1
莆田荔枝,莆田,莆田荔枝,35,1
莆田龙眼,莆田,莆田龙眼,35,1
莆田枇杷,莆田,莆田枇杷,35,1
莆田桂圆,莆田,莆田桂圆,35,1
莆田牡蛎,莆田,莆田牡蛎,35,1
龙岩咸酥花生,龙岩,咸酥花生,35,1
龙岩山麻鸭,龙岩,山麻鸭,35,1
龙岩沉缸酒,龙岩,沉缸酒,35,1
藏毯,,藏毯,54,1
西藏藏红花,西藏,藏红花,54,1
乃东泽帖尔,乃东,泽帖尔,54,1
加查核桃,加查,加查核桃,54,1
扎囊氆氇,扎囊,扎囊氆氇,54,1
洛扎粉丝,洛扎,洛扎粉丝,54,1
隆子黑青稞,隆子,黑青稞,54,1
隆子黑青稞糌粑,隆子,黑青稞糌粑,54,1
尼木藏香,尼木,尼木藏香,54,1
当雄牦牛,当雄,当雄牦牛,54,1
亚东鲑鱼,亚东,亚东鲑鱼,54,1
亚东黑木耳,亚东,黑木耳,54,1
岗巴羊,,岗巴羊,54,1
拉孜藏刀,拉孜,拉孜藏刀,54,1
洛隆糌粑,洛隆,洛隆糌粑,54,1
类乌齐牦牛肉,类乌齐,牦牛肉,54,1
盐井葡萄酒,盐井,葡萄酒,54,1
索多西辣椒酱,索多西,辣椒酱,54,1
墨脱石锅,墨脱,墨脱石锅,54,1
察隅大米,察隅,察隅大米,54,1
察隅龙爪稷,察隅,龙爪稷,54,1
工布江达藏猪,江达,工布藏猪,54,1
林芝天麻,林芝,林芝天麻,54,1
林芝松茸,林芝,林芝松茸,54,1
林芝核桃,林芝,林芝核桃,54,1
林芝灵芝,林芝,林芝灵芝,54,1
林芝苹果,林芝,林芝苹果,54,1
林芝藏香猪,林芝,藏香猪,54,1
林芝蜂蜜,林芝,林芝蜂蜜,54,1
朗县核桃,朗县,朗县核桃,54,1
波密天麻,波密,波密天麻,54,1
米林藏鸡,米林,米林藏鸡,54,1
嘉黎牦牛,嘉黎,嘉黎牦牛,54,1
多玛羊毛,多玛,多玛羊毛,54,1
多玛羊肉,多玛,多玛羊肉,54,1
安多绵羊,安多,安多绵羊,54,1
那曲冬虫夏草,那曲,冬虫夏草,54,1
那曲虫草,那曲,那曲虫草,54,1
日土山羊绒,日土,山羊绒,54,1
日土白绒山羊,日土,白绒山羊,54,1
六枝月亮河鸭蛋,六枝,月亮河鸭蛋,52,1
六枝魔芋,六枝,六枝魔芋,52,1
六枝龙胆草,六枝,龙胆草,52,1
水城小黄姜,水城,小黄姜,52,1
水城春茶,水城,水城春茶,52,1
水城猕猴桃,水城,猕猴桃,52,1
水城黑山羊,水城,黑山羊,52,1
六盘水苦荞米,六盘水,苦荞米,52,1
六盘水苦荞茶,六盘水,苦荞茶,52,1
盘县刺梨果脯,盘县,刺梨果脯,52,1
盘县核桃,盘县,盘县核桃,52,1
盘县火腿,盘县,盘县火腿,52,1
盘州红米,盘州,盘州红米,52,1
关岭桔梗,关岭,关岭桔梗,52,1
关岭火龙果,关岭,火龙果,52,1
平坝灰鹅,平坝,平坝灰鹅,52,1
安顺蜡染,安顺,安顺蜡染,52,1
普定高脚鸡,普定,高脚鸡,52,1
紫云红心红薯,紫云,红心红薯,52,1
紫云花猪,紫云,紫云花猪,52,1
安顺山药,安顺,安顺山药,52,1
安顺金刺梨,安顺,金刺梨,52,1
镇宁波波糖,镇宁,波波糖,52,1
毕节白萝卜,毕节,白萝卜,52,1
毕节白蒜,毕节,毕节白蒜,52,1
大方冬荪,大方,大方冬荪,52,1
大方圆珠半夏,大方,圆珠半夏,52,1
大方天麻,大方,大方天麻,52,1
大方漆器,大方,大方漆器,52,1
大方皱椒,大方,大方皱椒,52,1
威宁党参,威宁,威宁党参,52,1
威宁洋芋,威宁,威宁洋芋,52,1
威宁荞酥,威宁,威宁荞酥,52,1
威宁荞麦,威宁,威宁荞麦,52,1
织金头花蓼,织金,头花蓼,52,1
织金竹荪,织金,织金竹荪,52,1
织金续断,织金,织金续断,52,1
毕节可乐猪,毕节,可乐猪,52,1
赫章半夏,赫章,赫章半夏,52,1
赫章核桃,赫章,赫章核桃,52,1
金沙回沙酒,金沙,回沙酒,52,1
金沙湾子辣椒,金沙,湾子辣椒,52,1
金沙禹谟醋,金沙,禹谟醋,52,1
金沙贡茶,金沙,金沙贡茶,52,1
贵阳折耳根,贵阳,折耳根,52,1
修文猕猴桃,修文,猕猴桃,52,1
开阳富硒枇杷,开阳,富硒枇杷,52,1
开阳富硒茶,开阳,富硒茶,52,1
息烽西山贡米,息烽,西山贡米,52,1
清镇酥李,清镇,清镇酥李,52,1
清镇黄粑,清镇,清镇黄粑,52,1
花溪辣椒,花溪,花溪辣椒,52,1
习水红稗,习水,习水红稗,52,1
习水红茶,习水,习水红茶,52,1
习水麻羊,习水,习水麻羊,52,1
习酒,,习酒,52,1
贵州茅台酒,贵州,茅台酒,52,1
余庆苦丁茶,余庆,苦丁茶,52,1
遵义烤烟,遵义,遵义烤烟,52,1
凤冈富锌富硒茶,凤冈,富锌富硒茶,52,1
务川白山羊,务川,白山羊,52,1
遵义朝天椒,遵义,朝天椒,52,1
遵义杜仲,遵义,遵义杜仲,52,1
桐梓蜂蜜,桐梓,桐梓蜂蜜,52,1
正安娃娃鱼,正安,娃娃鱼,52,1
正安白及,正安,正安白及,52,1
正安白茶,正安,正安白茶,52,1
正安野木瓜,正安,野木瓜,52,1
湄潭翠芽,湄潭,湄潭翠芽,52,1
遵义红,,遵义红,52,1
绥阳土鸡,绥阳,绥阳土鸡,52,1
绥阳金银花茶,绥阳,金银花茶,52,1
赤水乌骨鸡,赤水,乌骨鸡,52,1
赤水晒醋,赤水,赤水晒醋,52,1
赤水金钗石斛,赤水,金钗石斛,52,1
道真洛党,道真,道真洛党,52,1
道真灰豆腐果,道真,灰豆腐果,52,1
道真玄参,道真,道真玄参,52,1
道真绿茶,道真,道真绿茶,52,1
德江天麻,德江,德江天麻,52,1
思南黄牛,思南,思南黄牛,52,1
江口萝卜猪,江口,萝卜猪,52,1
沿河山羊,沿河,沿河山羊,52,1
沿河沙子空心李,沿河,沙子空心李,52,1
玉屏茶油,玉屏,玉屏茶油,52,1
玉屏萧笛,玉屏,玉屏萧笛,52,1
石阡苔茶,石阡,石阡苔茶,52,1
铜仁珍珠花生,铜仁,珍珠花生,52,1
铜仁红薯粉丝,铜仁,红薯粉丝,52,1
三穗鸭,,三穗鸭,52,1
丹寨硒锌米,丹寨,硒锌米,52,1
从江椪柑,从江,从江椪柑,52,1
从江香猪,从江,从江香猪,52,1
从江香禾糯,从江,香禾糯,52,1
凯里红酸汤,凯里,红酸汤,52,1
剑河钩藤,剑河,剑河钩藤,52,1
施秉太子参,施秉,太子参,52,1
施秉头花蓼,施秉,头花蓼,52,1
榕江小香鸡,榕江,小香鸡,52,1
榕江葛根,榕江,榕江葛根,52,1
雷山乌杆天麻,雷山,乌杆天麻,52,1
雷山银球茶,雷山,银球茶,52,1
麻江蓝莓,麻江,麻江蓝莓,52,1
黎平茯苓,黎平,黎平茯苓,52,1
黎平香禾糯,黎平,香禾糯,52,1
贵定盘江酥李,贵定,盘江酥李,52,1
三都水族马尾绣,三都,水族马尾绣,52,1
惠水黑糯米,惠水,黑糯米,52,1
惠水黑糯米酒,惠水,黑糯米酒,52,1
独山盐酸菜,独山,盐酸菜,52,1
罗甸火龙果,罗甸,火龙果,52,1
罗甸玉,,罗甸玉,52,1
罗甸脐橙,罗甸,罗甸脐橙,52,1
罗甸艾纳香,罗甸,艾纳香,52,1
荔波蜜柚,荔波,荔波蜜柚,52,1
贵定益肝草凉茶,贵定,益肝草凉茶,52,1
长顺绿壳鸡蛋,长顺,绿壳鸡蛋,52,1
龙里刺梨,龙里,龙里刺梨,52,1
龙里刺梨干,龙里,刺梨干,52,1
兴义耳块粑,兴义,耳块粑,52,1
贵州醇,,贵州醇,52,1
兴仁薏米仁,兴仁,薏米仁,52,1
册亨茶油,册亨,册亨茶油,52,1
安龙金银花,安龙,金银花,52,1
普安四球茶,普安,四球茶,52,1
普安红茶,普安,普安红茶,52,1
南盘江黄牛,南盘江,黄牛,52,1
晴隆绿茶,晴隆,晴隆绿茶,52,1
望谟黑山羊,望谟,黑山羊,52,1
东港大米,东港,东港大米,21,1
东港大黄蚬,东港,大黄蚬,21,1
东港杂色蛤,东港,杂色蛤,21,1
东港梭子蟹,东港,梭子蟹,21,1
东港草莓,东港,东港草莓,21,1
丹东杜鹃,丹东,丹东杜鹃,21,1
凤城板栗,凤城,凤城板栗,21,1
凤城老窖酒,凤城,老窖酒,21,1
凤城蚕蛹,凤城,凤城蚕蛹,21,1
丹东板栗,丹东,丹东板栗,21,1
宽甸石柱人参,宽甸,石柱人参,21,1
宽甸鸭绿江鲤鱼,宽甸,鸭绿江鲤鱼,21,1
辽宁绒山羊,辽宁,绒山羊,21,1
丹东塔醋,丹东,丹东塔醋,21,1
大连鲍鱼,大连,大连鲍鱼,21,1
庄河大米,庄河,庄河大米,21,1
庄河山牛蒡,庄河,山牛蒡,21,1
庄河杂色蛤,庄河,杂色蛤,21,1
庄河滑子菇,庄河,滑子菇,21,1
庄河牡蛎,庄河,庄河牡蛎,21,1
庄河草莓,庄河,庄河草莓,21,1
大连红鳍东方鲀,大连,红鳍东方鲀,21,1
大连虾夷扇贝,大连,虾夷扇贝,21,1
大连虾片,大连,大连虾片,21,1
旅顺大樱桃,旅顺,大樱桃,21,1
旅顺洋梨,旅顺,旅顺洋梨,21,1
旅顺海带,旅顺,旅顺海带,21,1
旅顺海虾米,旅顺,海虾米,21,1
旅顺脉红螺,旅顺,脉红螺,21,1
旅顺裙带菜,旅顺,裙带菜,21,1
旅顺赤贝,旅顺,旅顺赤贝,21,1
旅顺鲍鱼,旅顺,旅顺鲍鱼,21,1
普兰店棚桃,普兰店,棚桃,21,1
普兰店蚆蛸,普兰店,蚆蛸,21,1
普兰店黄蚬,普兰店,黄蚬,21,1
大连槐花蜜,大连,槐花蜜,21,1
瓦房店小国光苹果,瓦房店,小国光苹果,21,1
瓦房店红富士苹果,瓦房店,红富士苹果,21,1
瓦房店葡萄,瓦房店,葡萄,21,1
瓦房店虾皮,瓦房店,虾皮,21,1
瓦房店闫店地瓜,瓦房店,闫店地瓜,21,1
瓦房店黄元帅苹果,瓦房店,黄元帅苹果,21,1
大连河豚,大连,大连河豚,21,1
金州大樱桃,金州,大樱桃,21,1
金州毛蚶,金州,金州毛蚶,21,1
金州海蛎子,金州,海蛎子,21,1
金州黄桃,金州,金州黄桃,21,1
金州黑水貂,金州,黑水貂,21,1
大连海参,大连,大连海参,21,1
大连紫海胆,大连,紫海胆,21,1
大连裙带菜,大连,裙带菜,21,1
海洋岛海参,海洋岛,海参,21,1
长海海参,长海,长海海参,21,1
长海虾夷扇贝,长海,虾夷扇贝,21,1
长海鲍鱼,长海,长海鲍鱼,21,1
抚顺单片黑木耳,抚顺,单片黑木耳,21,1
抚顺哈什蚂,抚顺,哈什蚂,21,1
抚顺琥珀工艺品,抚顺,琥珀工艺品,21,1
抚顺林下参,抚顺,林下参,21,1
新宾林蛙,新宾,新宾林蛙,21,1
新宾辽细辛,新宾,辽细辛,21,1
新宾香菇,新宾,新宾香菇,21,1
抚顺辽五味子,抚顺,辽五味子,21,1
清原龙胆,清原,清原龙胆,21,1
凌源百合,凌源,凌源百合,21,1
凌源蓝莓,凌源,凌源蓝莓,21,1
北票红干椒,北票,红干椒,21,1
北票金丝王大枣,北票,金丝王大枣,21,1
喀左紫砂,喀左,喀左紫砂,21,1
喀左陈醋,喀左,喀左陈醋,21,1
建平小米,建平,建平小米,21,1
建平红小豆,建平,红小豆,21,1
建平苦参,建平,建平苦参,21,1
建平荞麦,建平,建平荞麦,21,1
朝阳小米,朝阳,朝阳小米,21,1
朝阳绿豆,朝阳,朝阳绿豆,21,1
朝阳大枣,朝阳,朝阳大枣,21,1
朝阳杏仁油,朝阳,杏仁油,21,1
本溪林下参,本溪,林下参,21,1
本溪辽五味,本溪,辽五味,21,1
桓仁大榛子,桓仁,大榛子,21,1
桓仁大白桃,桓仁,大白桃,21,1
桓仁大米,桓仁,桓仁大米,21,1
桓仁天麻,桓仁,桓仁天麻,21,1
桓仁山参,桓仁,桓仁山参,21,1
桓仁板栗,桓仁,桓仁板栗,21,1
桓仁桔梗,桓仁,桓仁桔梗,21,1
桓仁猕猴桃,桓仁,猕猴桃,21,1
桓仁甜瓜,桓仁,桓仁甜瓜,21,1
桓仁红松籽,桓仁,红松籽,21,1
桓仁细辛,桓仁,桓仁细辛,21,1
桓仁草莓,桓仁,桓仁草莓,21,1
桓仁蛤蟆油,桓仁,蛤蟆油,21,1
桓仁贝母,桓仁,桓仁贝母,21,1
桓仁辽五味子,桓仁,辽五味子,21,1
桓仁黄芪,桓仁,桓仁黄芪,21,1
桓仁黑木耳,桓仁,黑木耳,21,1
辽砚,,辽砚,21,1
东陵红树莓,东陵,红树莓,21,1
康平地瓜,康平,康平地瓜,21,1
康平寒富苹果,康平,寒富苹果,21,1
康平甘薯,康平,康平甘薯,21,1
康平花生,康平,康平花生,21,1
新农寒富苹果,新农,寒富苹果,21,1
沈北大米,,沈北大米,21,1
法库牛肉,法库,法库牛肉,21,1
苏家屯大米,苏家屯,大米,21,1
辽中大米,辽中,辽中大米,21,1
辽中寒富苹果,辽中,寒富苹果,21,1
辽中玫瑰,辽中,辽中玫瑰,21,1
辽中葡萄,辽中,辽中葡萄,21,1
辽中鲫鱼,辽中,辽中鲫鱼,21,1
盘锦泥鳅,盘锦,盘锦泥鳅,21,1
盘锦大米,盘锦,盘锦大米,21,1
盘锦河蟹,盘锦,盘锦河蟹,21,1
盘锦河豚,盘锦,盘锦河豚,21,1
盘锦碱地柿子,盘锦,碱地柿子,21,1
大洼肉鸭,大洼,大洼肉鸭,21,1
营口大米,营口,营口大米,21,1
营口大闸蟹,营口,大闸蟹,21,1
营口小米,营口,营口小米,21,1
盖州尖把梨,盖州,尖把梨,21,1
盖州桃,,盖州桃,21,1
盖州生姜,盖州,盖州生姜,21,1
盖州苹果,盖州,盖州苹果,21,1
盖州葡萄,盖州,盖州葡萄,21,1
盖州西瓜,盖州,盖州西瓜,21,1
营口蚕蛹鸡蛋,营口,蚕蛹鸡蛋,21,1
营口柞蚕,营口,营口柞蚕,21,1
营口对虾,营口,营口对虾,21,1
营口海蜇,营口,营口海蜇,21,1
兴城多宝鱼,兴城,多宝鱼,21,1
兴城花生,兴城,兴城花生,21,1
兴城苹果,兴城,兴城苹果,21,1
南票大枣,南票,南票大枣,21,1
葫芦岛螃蟹,葫芦岛,螃蟹,21,1
建昌小米,建昌,建昌小米,21,1
建昌核桃,建昌,建昌核桃,21,1
建昌荷包猪,建昌,荷包猪,21,1
绥中核桃,绥中,绥中核桃,21,1
绥中苹果,绥中,绥中苹果,21,1
葫芦岛秋李子,葫芦岛,秋李子,21,1
葫芦岛对虾,葫芦岛,对虾,21,1
弓长岭矿泉水,弓长岭,矿泉水,21,1
辽阳大果榛子,辽阳,大果榛子,21,1
辽阳大米,辽阳,辽阳大米,21,1
辽阳山里红,辽阳,山里红,21,1
开原榛子,开原,开原榛子,21,1
开原紫皮大蒜,开原,紫皮大蒜,21,1
铁岭大米,铁岭,铁岭大米,21,1
昌图豁鹅,昌图,昌图豁鹅,21,1
昌图黑猪,昌图,昌图黑猪,21,1
铁岭胡萝卜,铁岭,胡萝卜,21,1
铁岭榛子,铁岭,铁岭榛子,21,1
铁岭玉米,铁岭,铁岭玉米,21,1
西丰柞蚕丝,西丰,柞蚕丝,21,1
西丰梅花鹿,西丰,梅花鹿,21,1
西丰鹿茸,西丰,西丰鹿茸,21,1
西丰鹿鞭,西丰,西丰鹿鞭,21,1
辽宁辽育白牛,辽宁,辽育白牛,21,1
铁岭花生,铁岭,铁岭花生,21,1
锦州苹果,锦州,锦州苹果,21,1
锦州毛虾,锦州,锦州毛虾,21,1
锦州毛蚶,锦州,锦州毛蚶,21,1
北镇葡萄,北镇,北镇葡萄,21,1
黑山花生,黑山,黑山花生,21,1
