product,shangbiao_sign,nongchanpin_sign,baohu_sign,dili_sign,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,len,area_label,prod_label,,,
武川莜面,0,0,1,1,内蒙古,呼和浩特,武川县,15,1501,150125,4,武川,莜面,2,2,4
武川莜麦,1,0,0,1,内蒙古,呼和浩特,武川县,15,1501,150125,4,武川,莜麦,2,2,4
清水河小香米,1,0,1,1,内蒙古,呼和浩特,清水河县,15,1501,150124,6,清水河,小香米,3,3,6
清水河海红果,1,0,0,1,内蒙古,呼和浩特,清水河县,15,1501,150124,6,清水河,海红果,3,3,6
清水河米醋,0,1,0,1,内蒙古,呼和浩特,清水河县,15,1501,150124,5,清水河,米醋,3,2,5
清水河胡油,1,0,0,1,内蒙古,呼和浩特,清水河县,15,1501,150124,5,清水河,胡油,3,2,5
清水河黄米,1,0,0,1,内蒙古,呼和浩特,清水河县,15,1501,150124,5,清水河,黄米,3,2,5
河套番茄,0,1,0,1,内蒙古,巴彦淖尔,临河区,15,1508,150802,4,河套,番茄,2,2,4
乌拉特羊肉,1,0,0,1,内蒙古,巴彦淖尔,乌拉特中旗,15,1508,150824,5,乌拉特,羊肉,3,2,5
巴彦淖尔羊肉,1,0,0,1,内蒙古,巴彦淖尔,乌拉特后旗,15,1508,150825,6,巴彦淖尔,羊肉,4,2,6
五原向日葵,1,0,0,1,内蒙古,巴彦淖尔,五原县,15,1508,150821,5,五原,向日葵,2,3,5
五原小麦,0,1,0,1,内蒙古,巴彦淖尔,五原县,15,1508,150821,4,五原,小麦,2,2,4
五原灯笼红香瓜,0,1,0,1,内蒙古,巴彦淖尔,五原县,15,1508,150821,7,五原,灯笼红香瓜,2,5,7
五原黄柿子,0,1,0,1,内蒙古,巴彦淖尔,五原县,15,1508,150821,5,五原,黄柿子,2,3,5
巴彦淖尔小麦,1,0,0,1,内蒙古,巴彦淖尔,杭锦后旗,15,1508,150826,6,巴彦淖尔,小麦,4,2,6
磴口华莱士瓜,1,0,0,1,内蒙古,巴彦淖尔,磴口县,15,1508,150822,6,磴口,华莱士瓜,2,4,6
巴林石,0,0,1,1,内蒙古,赤峰,巴林右旗,15,1504,150423,3,,巴林石,0,3,3
赤峰荞麦,0,1,0,1,内蒙古,赤峰,巴林右旗,15,1504,150423,4,赤峰,荞麦,2,2,4
巴林左旗笤帚,1,0,0,1,内蒙古,赤峰,巴林左旗,15,1504,150422,6,巴林左旗,笤帚,4,2,6
林东毛毛谷小米,0,1,0,1,内蒙古,赤峰,巴林左旗,15,1504,150422,7,林东,毛毛谷小米,2,5,7
白竹山茶,0,1,0,1,云南,楚雄,双柏县,53,5323,532322,4,白竹,山茶,2,2,4
白竹山茶,0,1,0,1,云南,楚雄,楚雄市,53,5323,532301,4,白竹,山茶,2,2,4
敖汉北虫草,1,0,0,1,内蒙古,赤峰,敖汉旗,15,1504,150430,5,敖汉,北虫草,2,3,5
敖汉小米,1,0,1,1,内蒙古,赤峰,敖汉旗,15,1504,150430,4,敖汉,小米,2,2,4
敖汉荞麦,0,1,0,1,内蒙古,赤峰,敖汉旗,15,1504,150430,4,敖汉,荞麦,2,2,4
敖汉高粱,1,0,0,1,内蒙古,赤峰,敖汉旗,15,1504,150430,4,敖汉,高粱,2,2,4
敖汉鲜蛋,1,0,0,1,内蒙古,赤峰,敖汉旗,15,1504,150430,4,敖汉,鲜蛋,2,2,4
白洋淀荷叶茶,1,0,0,1,河北,归口河北,归口河北,13,1399,139999,6,白洋淀,荷叶茶,3,3,6
赤峰绿鸟鸡,0,0,1,1,内蒙古,赤峰,松山区,15,1504,150404,5,赤峰,绿鸟鸡,2,3,5
百胜缢蛏,1,0,0,1,福建,福州,连江县,35,3501,350122,4,,百胜缢蛏,0,4,4
柏籽羊肉,0,1,0,1,山西,吕梁,中阳县,14,1411,141129,4,,柏籽羊肉,0,4,4
翁牛特大米,1,0,0,1,内蒙古,赤峰,翁牛特旗,15,1504,150426,5,翁牛特,大米,3,2,5
翁牛特牛肉,1,0,0,1,内蒙古,赤峰,翁牛特旗,15,1504,150426,5,翁牛特,牛肉,3,2,5
翁牛特羊肉,1,0,0,1,内蒙古,赤峰,翁牛特旗,15,1504,150426,5,翁牛特,羊肉,3,2,5
赤峰小米,0,1,0,1,内蒙古,赤峰,阿鲁科尔沁旗,15,1504,150421,4,赤峰,小米,2,2,4
赤峰绿豆,0,1,0,1,内蒙古,赤峰,阿鲁科尔沁旗,15,1504,150421,4,赤峰,绿豆,2,2,4
阿鲁科尔沁羊肉,1,0,0,1,内蒙古,赤峰,阿鲁科尔沁旗,15,1504,150421,7,阿鲁科尔沁,羊肉,5,2,7
通辽牛肉干,1,0,0,1,内蒙古,通辽,奈曼旗,15,1505,150525,5,通辽,牛肉干,2,3,5
通辽肥牛,0,0,1,1,内蒙古,通辽,奈曼旗,15,1505,150525,4,通辽,肥牛,2,2,4
库伦荞麦,1,0,1,1,内蒙古,通辽,库伦旗,15,1505,150524,4,库伦,荞麦,2,2,4
开鲁红干椒,1,0,1,1,内蒙古,通辽,开鲁县,15,1505,150523,5,开鲁,红干椒,2,3,5
开鲁老白干,0,0,1,1,内蒙古,通辽,开鲁县,15,1505,150523,5,开鲁,老白干,2,3,5
扎鲁特葵花籽,1,0,0,1,内蒙古,通辽,扎鲁特旗,15,1505,150526,6,扎鲁特,葵花籽,3,3,6
通辽黄玉米,0,0,1,1,内蒙古,通辽,扎鲁特旗,15,1505,150526,5,通辽,黄玉米,2,3,5
科尔沁蒙古馅饼,1,0,0,1,内蒙古,通辽,科尔沁区,15,1505,150502,7,科尔沁,蒙古馅饼,3,4,7
科左后旗大米,0,0,1,1,内蒙古,通辽,科左后旗,15,1505,150522,6,科左后旗,大米,4,2,6
鄂托克旗螺旋藻,0,1,0,1,内蒙古,鄂尔多斯,归口鄂尔多斯,15,1506,150699,7,鄂托克旗,螺旋藻,4,3,7
鄂尔多斯细毛羊,0,1,0,1,内蒙古,鄂尔多斯,乌审旗,15,1506,150626,7,鄂尔多斯,细毛羊,4,3,7
杭锦旗甘草,1,0,0,1,内蒙古,鄂尔多斯,杭锦旗,15,1506,150625,5,杭锦旗,甘草,3,2,5
鄂尔多斯黄河鲤鱼,0,1,0,1,内蒙古,鄂尔多斯,达拉特旗,15,1506,150621,8,鄂尔多斯,黄河鲤鱼,4,4,8
鄂尔多斯黄河鲶鱼,0,1,0,1,内蒙古,鄂尔多斯,达拉特旗,15,1506,150621,8,鄂尔多斯,黄河鲶鱼,4,4,8
鄂尔多斯羊绒,0,0,1,1,内蒙古,鄂尔多斯,鄂托克前旗,15,1506,150623,6,鄂尔多斯,羊绒,4,2,6
坂里龙柚,0,1,0,1,福建,漳州,长泰县,35,3506,350625,4,坂里,龙柚,2,2,4
板桥白黄瓜,0,1,0,1,甘肃,庆阳,合水县,62,6210,621024,5,板桥,白黄瓜,2,3,5
板桥党参,1,0,1,1,湖北,恩施,恩施市,42,4228,422801,4,板桥,党参,2,2,4
鄂托克阿尔巴斯山羊肉,0,1,0,1,内蒙古,鄂尔多斯,鄂托克旗,15,1506,150624,10,鄂托克,阿尔巴斯山羊肉,3,7,10
乌珠穆沁羊,0,0,1,1,内蒙古,锡林郭勒,东乌珠穆沁旗,15,1525,152525,5,,乌珠穆沁羊,0,5,5
乌珠穆沁羊肉,0,1,1,1,内蒙古,锡林郭勒,东乌珠穆沁旗,15,1525,152525,6,乌珠穆沁,羊肉,4,2,6
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,昂昂溪区,23,2302,230205,4,北大仓,酒,3,1,4
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,富拉尔基区,23,2302,230206,4,北大仓,酒,3,1,4
宝坻大葱,1,1,0,1,天津,市辖区,宝坻区,12,1201,120115,4,宝坻,大葱,2,2,4
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,建华区,23,2302,230203,4,北大仓,酒,3,1,4
正蓝旗奶皮子,0,0,1,1,内蒙古,锡林郭勒,正蓝旗,15,1525,152530,6,正蓝旗,奶皮子,3,3,6
正蓝旗奶豆腐,0,0,1,1,内蒙古,锡林郭勒,正蓝旗,15,1525,152530,6,正蓝旗,奶豆腐,3,3,6
宝清大白板南瓜籽,1,0,1,1,黑龙江,双鸭山,宝清县,23,2305,230523,8,宝清,大白板南瓜籽,2,6,8
锡林郭勒羊肉,1,0,0,1,内蒙古,锡林郭勒,正镶白旗,15,1525,152529,6,锡林郭勒,羊肉,4,2,6
苏尼特羊肉,0,1,1,1,内蒙古,锡林郭勒,苏尼特右旗,15,1525,152524,5,,苏尼特羊肉,0,5,5
乌珠穆沁黄骠马,1,0,0,1,内蒙古,锡林郭勒,西乌珠穆沁旗,15,1525,152526,7,乌珠穆沁,黄骠马,4,3,7
阿巴嘎乌冉克羊,1,1,0,1,内蒙古,锡林郭勒,阿巴嘎旗,15,1525,152522,7,阿巴嘎,乌冉克羊,3,4,7
阿巴嘎策格,1,0,0,1,内蒙古,锡林郭勒,阿巴嘎旗,15,1525,152522,5,阿巴嘎,策格,3,2,5
阿巴嘎黑马,1,1,0,1,内蒙古,锡林郭勒,阿巴嘎旗,15,1525,152522,5,阿巴嘎,黑马,3,2,5
阿拉善白绒山羊,0,1,0,1,内蒙古,阿拉善,阿拉善右旗,15,1529,152922,7,阿拉善,白绒山羊,3,4,7
阿拉善肉苁蓉,1,1,0,1,内蒙古,阿拉善,阿拉善左旗,15,1529,152921,6,阿拉善,肉苁蓉,3,3,6
阿拉善锁阳,1,1,0,1,内蒙古,阿拉善,阿拉善左旗,15,1529,152921,5,阿拉善,锁阳,3,2,5
阿拉善双峰驼,0,1,0,1,内蒙古,阿拉善,额济纳旗,15,1529,152923,6,阿拉善,双峰驼,3,3,6
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,龙江县,23,2302,230221,4,北大仓,酒,3,1,4
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,龙沙区,23,2302,230202,4,北大仓,酒,3,1,4
北大仓酒,0,0,1,1,黑龙江,齐齐哈尔,铁锋区,23,2302,230204,4,北大仓,酒,3,1,4
保基茶叶,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,4,保基,茶叶,2,2,4
大兴西瓜,1,1,1,1,北京,市辖区,大兴区,11,1101,110115,4,大兴,西瓜,2,2,4
保康土蜂蜜,1,0,0,1,湖北,襄阳,保康县,42,4206,420626,5,保康,土蜂蜜,2,3,5
密云甘栗,1,0,0,1,北京,市辖区,密云区,11,1101,110118,4,密云,甘栗,2,2,4
保山小粒咖啡,1,0,1,1,云南,保山,龙陵县,53,5305,530523,6,保山,小粒咖啡,2,4,6
北寨红杏,0,0,1,1,北京,市辖区,平谷区,11,1101,110117,4,北寨,红杏,2,2,4
平谷大桃,0,0,1,1,北京,市辖区,平谷区,11,1101,110117,4,平谷,大桃,2,2,4
平谷鲜桃,1,0,0,1,北京,市辖区,平谷区,11,1101,110117,4,平谷,鲜桃,2,2,4
延庆国光苹果,0,1,0,1,北京,市辖区,延庆区,11,1101,110119,6,延庆,国光苹果,2,4,6
延怀河谷葡萄,0,1,0,1,北京,市辖区,延庆区,11,1101,110119,6,延怀河谷,葡萄,4,2,6
房山磨盘柿,1,0,1,1,北京,市辖区,房山区,11,1101,110111,5,房山,磨盘柿,2,3,5
昌平苹果,0,0,1,1,北京,市辖区,昌平区,11,1101,110114,4,昌平,苹果,2,2,4
昌平草莓,0,1,1,1,北京,市辖区,昌平区,11,1101,110114,4,昌平,草莓,2,2,4
京西稻,0,1,0,1,北京,市辖区,海淀区,11,1101,110108,3,,京西稻,0,3,3
海淀玉巴达杏,0,1,0,1,北京,市辖区,海淀区,11,1101,110108,6,海淀,玉巴达杏,2,4,6
北屯白斑狗鱼,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,6,北屯,白斑狗鱼,2,4,6
通州大樱桃,0,1,0,1,北京,市辖区,通州区,11,1101,110112,5,通州,大樱桃,2,3,5
通州腐乳,0,0,1,1,北京,市辖区,通州区,11,1101,110112,4,,通州腐乳,0,4,4
北屯白斑狗鱼,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,6,北屯,白斑狗鱼,2,4,6
京白梨,1,0,1,1,北京,市辖区,门头沟区,11,1101,110109,3,,京白梨,0,3,3
北董大蒜,0,1,0,1,山西,临汾,曲沃县,14,1410,141021,4,北董,大蒜,2,2,4
门头沟京西白蜜,1,0,0,1,北京,市辖区,门头沟区,11,1101,110109,7,门头沟,京西白蜜,3,4,7
永吉柞蚕蛹虫草,0,1,0,1,吉林,吉林,永吉县,22,2202,220221,7,永吉,柞蚕蛹虫草,2,5,7
吉林高粱酒,0,0,1,1,吉林,吉林,舒兰市,22,2202,220283,5,吉林,高粱酒,2,3,5
舒兰大米,1,1,0,1,吉林,吉林,舒兰市,22,2202,220283,4,舒兰,大米,2,2,4
四平玉米,1,0,0,1,吉林,四平,归口四平,22,2203,220399,4,四平,玉米,2,2,4
伊通大米,1,0,0,1,吉林,四平,伊通县,22,2203,220323,4,伊通,大米,2,2,4
公主岭大米,1,0,1,1,吉林,四平,公主岭市,22,2203,220381,5,公主岭,大米,3,2,5
公主岭玉米,1,0,0,1,吉林,四平,公主岭市,22,2203,220381,5,公主岭,玉米,3,2,5
双辽大米,1,0,0,1,吉林,四平,双辽市,22,2203,220382,4,双辽,大米,2,2,4
双辽小米,1,0,0,1,吉林,四平,双辽市,22,2203,220382,4,双辽,小米,2,2,4
双辽花生,1,0,0,1,吉林,四平,双辽市,22,2203,220382,4,双辽,花生,2,2,4
延边黄牛肉,0,0,1,1,吉林,延边,图们市,22,2224,222402,5,延边,黄牛肉,2,3,5
安图人参,1,0,0,1,吉林,延边,安图县,22,2224,222426,4,安图,人参,2,2,4
安图黑木耳,1,0,0,1,吉林,延边,安图县,22,2224,222426,5,安图,黑木耳,2,3,5
延边苹果梨,1,0,1,1,吉林,延边,安图县,22,2224,222426,5,延边,苹果梨,2,3,5
北渐兴水萝卜,1,0,0,1,山东,济宁,邹城市,37,3708,370883,6,北渐,兴水萝卜,2,4,6
敦化小粒黄豆,1,0,0,1,吉林,延边,敦化市,22,2224,222403,6,敦化,小粒黄豆,2,4,6
汪清黑木耳,0,1,0,1,吉林,延边,汪清县,22,2224,222424,5,汪清,黑木耳,2,3,5
延边辣白菜,0,0,1,1,吉林,延边,珲春市,22,2224,222404,5,延边,辣白菜,2,3,5
延边大米,0,0,1,1,吉林,延边,龙井市,22,2224,222405,4,延边,大米,2,2,4
乾安糯玉米,0,0,1,1,吉林,松原,乾安县,22,2207,220723,5,乾安,糯玉米,2,3,5
乾安红辣椒,0,0,1,1,吉林,松原,乾安县,22,2207,220723,5,乾安,红辣椒,2,3,5
前郭尔罗斯大米,1,0,0,1,吉林,松原,前郭县,22,2207,220721,7,前郭,尔罗斯大米,2,5,7
扶余四粒红花生,1,0,1,1,吉林,松原,扶余市,22,2207,220781,7,扶余,四粒红花生,2,5,7
长岭粉条,1,0,0,1,吉林,松原,长岭县,22,2207,220722,4,长岭,粉条,2,2,4
长岭葵花籽,1,0,0,1,吉林,松原,长岭县,22,2207,220722,5,长岭,葵花籽,2,3,5
碧螺春茶,0,0,1,1,江苏,苏州,吴中区,32,3205,320506,4,碧螺春,茶,3,1,4
白城甘草,0,0,1,1,吉林,白城,洮北区,22,2208,220802,4,白城,甘草,2,2,4
洮南万宝粉丝,1,0,0,1,吉林,白城,洮南市,22,2208,220881,6,洮南,万宝粉丝,2,4,6
洮南绿豆,0,1,0,1,吉林,白城,洮南市,22,2208,220881,4,洮南,绿豆,2,2,4
洮南辣椒,1,1,0,1,吉林,白城,洮南市,22,2208,220881,4,洮南,辣椒,2,2,4
洮南黑水西瓜,1,0,1,1,吉林,白城,洮南市,22,2208,220881,6,洮南,黑水西瓜,2,4,6
白城油葵,0,0,1,1,吉林,白城,洮南市,22,2208,220881,4,白城,油葵,2,2,4
槟榔江水牛,1,0,0,1,云南,保山,腾冲市,53,5305,530581,5,槟榔,江水牛,2,3,5
通榆草原红牛,1,0,0,1,吉林,白城,通榆县,22,2208,220822,6,通榆,草原红牛,2,4,6
镇赉大米,1,0,0,1,吉林,白城,镇赉县,22,2208,220821,4,镇赉,大米,2,2,4
抚松人参,1,0,0,1,吉林,白山,抚松县,22,2206,220621,4,抚松,人参,2,2,4
抚松林下山参,1,0,0,1,吉林,白山,抚松县,22,2206,220621,6,抚松,林下山参,2,4,6
渤海黑牛,1,0,0,1,山东,滨州,阳信县,37,3716,371622,4,,渤海黑牛,0,4,4
长白山五味子,0,0,1,1,吉林,白山,长白县,22,2206,220623,6,长白山,五味子,3,3,6
长白山天然矿泉水,0,0,1,1,吉林,白山,长白县,22,2206,220623,8,长白,山天然矿泉水,2,6,8
长白山林蛙油,0,0,1,1,吉林,白山,长白县,22,2206,220623,6,长白山,林蛙油,3,3,6
长白山蓝莓,0,0,1,1,吉林,白山,长白县,22,2206,220623,5,长白山,蓝莓,3,2,5
靖宇平贝母,0,1,0,1,吉林,白山,靖宇县,22,2206,220622,5,靖宇,平贝母,2,3,5
靖宇林下参,0,1,0,1,吉林,白山,靖宇县,22,2206,220622,5,靖宇,林下参,2,3,5
靖宇西洋参,0,1,0,1,吉林,白山,靖宇县,22,2206,220622,5,靖宇,西洋参,2,3,5
东丰梅花鹿,1,0,0,1,吉林,辽源,东丰县,22,2204,220421,5,东丰,梅花鹿,2,3,5
蔡甸西甜瓜,1,0,0,1,湖北,武汉,蔡甸区,42,4201,420114,5,蔡甸,西甜瓜,2,3,5
龙泉春酒,0,0,1,1,吉林,辽源,龙山区,22,2204,220402,4,龙泉,春酒,2,2,4
柳河大米,1,0,0,1,吉林,通化,柳河县,22,2205,220524,4,柳河,大米,2,2,4
柳河山葡萄,1,0,1,1,吉林,通化,柳河县,22,2205,220524,5,柳河,山葡萄,2,3,5
柳河烟叶,1,0,0,1,吉林,通化,柳河县,22,2205,220524,4,柳河,烟叶,2,2,4
梅河大米,1,0,1,1,吉林,通化,梅河口市,22,2205,220581,4,,梅河大米,0,4,4
辉南大米,1,0,1,1,吉林,通化,辉南县,22,2205,220523,4,辉南,大米,2,2,4
通化山葡萄酒,0,0,1,1,吉林,通化,通化县,22,2205,220521,6,通化,山葡萄酒,2,4,6
通化葡萄酒,0,0,1,1,吉林,通化,通化县,22,2205,220521,5,通化,葡萄酒,2,3,5
郴州高山禾花鱼,0,1,0,1,湖南,郴州,宜章县,43,4310,431022,7,郴州,高山禾花鱼,2,5,7
集安五味子,1,1,0,1,吉林,通化,集安市,22,2205,220582,5,集安,五味子,2,3,5
集安山葡萄,1,1,0,1,吉林,通化,集安市,22,2205,220582,5,集安,山葡萄,2,3,5
集安板栗,1,0,1,1,吉林,通化,集安市,22,2205,220582,4,集安,板栗,2,2,4
集安蜂蜜,0,1,0,1,吉林,通化,集安市,22,2205,220582,4,集安,蜂蜜,2,2,4
集安贡米,1,0,0,1,吉林,通化,集安市,22,2205,220582,4,集安,贡米,2,2,4
集安边条参,1,1,0,1,吉林,通化,集安市,22,2205,220582,5,集安,边条参,2,3,5
集安鸭绿江咸鸭蛋,0,0,1,1,吉林,通化,集安市,22,2205,220582,8,集安,鸭绿江咸鸭蛋,2,6,8
九台饮马河大米,1,0,0,1,吉林,长春,九台区,22,2201,220113,7,九台,饮马河大米,2,5,7
郴州高山禾花鱼,0,1,0,1,湖南,郴州,桂东县,43,4310,431027,7,郴州,高山禾花鱼,2,5,7
苍山辣椒,0,1,0,1,山东,临沂,兰陵县,37,3713,371324,4,,苍山辣椒,0,4,4
郴州高山禾花鱼,0,1,0,1,湖南,郴州,汝城县,43,4310,431026,7,郴州,高山禾花鱼,2,5,7
苍山牛蒡,0,1,0,1,山东,临沂,兰陵县,37,3713,371324,4,,苍山牛蒡,0,4,4
榆树大米,1,0,0,1,吉林,长春,榆树市,22,2201,220182,4,榆树,大米,2,2,4
榆树钱酒,0,0,1,1,吉林,长春,榆树市,22,2201,220182,4,榆树,钱酒,2,2,4
五通桥豆腐乳,0,0,1,1,四川,乐山,五通桥区,51,5111,511112,6,五通桥,豆腐乳,3,3,6
夹江叠鞘石斛,0,0,1,1,四川,乐山,夹江县,51,5111,511126,6,夹江,叠鞘石斛,2,4,6
峨眉山矿泉水,0,0,1,1,四川,乐山,峨眉山市,51,5111,511181,6,峨眉山,矿泉水,3,3,6
峨眉山茶,0,0,1,1,四川,乐山,峨眉山市,51,5111,511181,4,峨眉山,茶,3,1,4
峨眉山藤椒,1,1,0,1,四川,乐山,峨眉山市,51,5111,511181,5,峨眉山,藤椒,3,2,5
峨眉山雪魔芋,0,0,1,1,四川,乐山,峨眉山市,51,5111,511181,6,峨眉山,雪魔芋,3,3,6
峨边竹笋,0,0,1,1,四川,乐山,峨边县,51,5111,511132,4,峨边,竹笋,2,2,4
峨边花牛,1,0,0,1,四川,乐山,峨边县,51,5111,511132,4,峨边,花牛,2,2,4
峨边马铃薯,0,1,0,1,四川,乐山,峨边县,51,5111,511132,5,峨边,马铃薯,2,3,5
沐川猕猴桃,0,1,0,1,四川,乐山,沐川县,51,5111,511129,5,沐川,猕猴桃,2,3,5
沐川草龙,1,0,0,1,四川,乐山,沐川县,51,5111,511129,4,沐川,草龙,2,2,4
犍为茉莉花茶,1,0,1,1,四川,乐山,犍为县,51,5111,511123,6,犍为,茉莉花茶,2,4,6
犍为麻柳姜,0,1,0,1,四川,乐山,犍为县,51,5111,511123,5,犍为,麻柳姜,2,3,5
金口河乌天麻,1,0,1,1,四川,乐山,金口河区,51,5111,511113,6,金口河,乌天麻,3,3,6
马边绿茶,1,1,0,1,四川,乐山,马边县,51,5111,511133,4,马边,绿茶,2,2,4
东兴椒,0,0,1,1,四川,内江,东兴区,51,5110,511011,3,,东兴椒,0,3,3
内江猪,1,1,0,1,四川,内江,东兴区,51,5110,511011,3,,内江猪,0,3,3
威远无花果,0,0,1,1,四川,内江,威远县,51,5110,511024,5,威远,无花果,2,3,5
资中冬尖,0,0,1,1,四川,内江,资中县,51,5110,511025,4,资中,冬尖,2,2,4
资中枇杷,0,0,1,1,四川,内江,资中县,51,5110,511025,4,资中,枇杷,2,2,4
资中罗泉豆腐,0,0,1,1,四川,内江,资中县,51,5110,511025,6,资中,罗泉豆腐,2,4,6
资中血橙,0,0,1,1,四川,内江,资中县,51,5110,511025,4,资中,血橙,2,2,4
资中鲶鱼,0,0,1,1,四川,内江,资中县,51,5110,511025,4,资中,鲶鱼,2,2,4
隆昌土陶,0,0,1,1,四川,内江,隆昌市,51,5110,511083,4,隆昌,土陶,2,2,4
隆昌夏布,0,0,1,1,四川,内江,隆昌市,51,5110,511083,4,隆昌,夏布,2,2,4
隆昌素兰花,1,0,0,1,四川,内江,隆昌市,51,5110,511083,5,隆昌,素兰花,2,3,5
隆昌豆杆,0,0,1,1,四川,内江,隆昌市,51,5110,511083,4,隆昌,豆杆,2,2,4
隆昌酱油,0,0,1,1,四川,内江,隆昌市,51,5110,511083,4,隆昌,酱油,2,2,4
凉山崖鹰鸡,1,1,0,1,四川,凉山,归口凉山,51,5134,513499,5,凉山崖,鹰鸡,3,2,5
会东块菌,0,0,1,1,四川,凉山,会东县,51,5134,513426,4,会东,块菌,2,2,4
会东松籽,0,0,1,1,四川,凉山,会东县,51,5134,513426,4,会东,松籽,2,2,4
会东黑山羊,1,1,0,1,四川,凉山,会东县,51,5134,513426,5,会东,黑山羊,2,3,5
凉山半细毛羊,0,1,0,1,四川,凉山,会东县,51,5134,513426,6,凉山,半细毛羊,2,4,6
会理石榴,1,0,1,1,四川,凉山,会理县,51,5134,513425,4,会理,石榴,2,2,4
会理黑山羊,0,0,1,1,四川,凉山,会理县,51,5134,513425,5,会理,黑山羊,2,3,5
喜德阉鸡,0,1,0,1,四川,凉山,喜德县,51,5134,513432,4,喜德,阉鸡,2,2,4
宁南冬季马铃薯,0,1,0,1,四川,凉山,宁南县,51,5134,513427,7,宁南,冬季马铃薯,2,5,7
宁南幸福核桃,1,0,0,1,四川,凉山,宁南县,51,5134,513427,6,宁南,幸福核桃,2,4,6
凉山清甜香烤烟,0,1,0,1,四川,凉山,布拖县,51,5134,513429,7,凉山,清甜香烤烟,2,5,7
布拖乌洋芋,1,0,0,1,四川,凉山,布拖县,51,5134,513429,5,布拖,乌洋芋,2,3,5
布拖燕麦,1,0,0,1,四川,凉山,布拖县,51,5134,513429,4,布拖,燕麦,2,2,4
德昌桑椹,0,0,1,1,四川,凉山,德昌县,51,5134,513424,4,德昌,桑椹,2,2,4
德昌桑葚,1,0,0,1,四川,凉山,德昌县,51,5134,513424,4,德昌,桑葚,2,2,4
德昌水牛,1,0,0,1,四川,凉山,德昌县,51,5134,513424,4,德昌,水牛,2,2,4
德昌香米,1,0,0,1,四川,凉山,德昌县,51,5134,513424,4,德昌,香米,2,2,4
木里皱皮柑,0,1,0,1,四川,凉山,木里县,51,5134,513422,5,木里,皱皮柑,2,3,5
凉山桑蚕茧,0,1,0,1,四川,凉山,甘洛县,51,5134,513435,5,凉山,桑蚕茧,2,3,5
甘洛黑苦荞,0,1,0,1,四川,凉山,甘洛县,51,5134,513435,5,甘洛,黑苦荞,2,3,5
盐源早核桃,1,0,0,1,四川,凉山,盐源县,51,5134,513423,5,盐源,早核桃,2,3,5
盐源苹果,1,0,1,1,四川,凉山,盐源县,51,5134,513423,4,盐源,苹果,2,2,4
盐源辣椒,0,1,0,1,四川,凉山,盐源县,51,5134,513423,4,盐源,辣椒,2,2,4
凉山苦荞麦,0,1,0,1,四川,凉山,美姑县,51,5134,513436,5,凉山,苦荞麦,2,3,5
美姑山羊,1,1,0,1,四川,凉山,美姑县,51,5134,513436,4,美姑,山羊,2,2,4
凉山苦荞茶,0,0,1,1,四川,凉山,西昌市,51,5134,513401,5,凉山,苦荞茶,2,3,5
西昌小香葱,0,0,1,1,四川,凉山,西昌市,51,5134,513401,5,西昌,小香葱,2,3,5
西昌洋葱,0,1,1,1,四川,凉山,西昌市,51,5134,513401,4,西昌,洋葱,2,2,4
西昌钢鹅,0,1,0,1,四川,凉山,西昌市,51,5134,513401,4,西昌,钢鹅,2,2,4
西昌高山黑猪,0,1,0,1,四川,凉山,西昌市,51,5134,513401,6,西昌,高山黑猪,2,4,6
凉山马铃薯,1,1,0,1,四川,凉山,越西县,51,5134,513434,5,凉山,马铃薯,2,3,5
越西甜樱桃,0,1,0,1,四川,凉山,越西县,51,5134,513434,5,越西,甜樱桃,2,3,5
越西苹果,0,1,0,1,四川,凉山,越西县,51,5134,513434,4,越西,苹果,2,2,4
越西贡椒,0,1,0,1,四川,凉山,越西县,51,5134,513434,4,越西,贡椒,2,2,4
金阳丝毛鸡,0,0,1,1,四川,凉山,金阳县,51,5134,513430,5,金阳,丝毛鸡,2,3,5
金阳白魔芋,1,0,1,1,四川,凉山,金阳县,51,5134,513430,5,金阳,白魔芋,2,3,5
金阳青花椒,1,0,1,1,四川,凉山,金阳县,51,5134,513430,5,金阳,青花椒,2,3,5
雷波脐橙,1,1,0,1,四川,凉山,雷波县,51,5134,513437,4,雷波,脐橙,2,2,4
雷波芭蕉芋猪,0,1,0,1,四川,凉山,雷波县,51,5134,513437,6,雷波,芭蕉芋猪,2,4,6
仪陇元帅柚,0,1,0,1,四川,南充,仪陇县,51,5113,511324,5,仪陇,元帅柚,2,3,5
仪陇半夏,0,1,0,1,四川,南充,仪陇县,51,5113,511324,4,仪陇,半夏,2,2,4
仪陇大山香米,0,0,1,1,四川,南充,仪陇县,51,5113,511324,6,仪陇,大山香米,2,4,6
仪陇胭脂萝卜,1,1,1,1,四川,南充,仪陇县,51,5113,511324,6,仪陇,胭脂萝卜,2,4,6
仪陇酱瓜,1,0,1,1,四川,南充,仪陇县,51,5113,511324,4,仪陇,酱瓜,2,2,4
