product,shangbiao_sign,nongchanpin_sign,baohu_sign,dili_sign,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,len,area_label,prod_label,,,
靖远枸杞,0,0,1,1,甘肃,白银,靖远县,62,6204,620421,4,靖远,枸杞,2,2,4
靖远羊羔肉,1,0,1,1,甘肃,白银,靖远县,62,6204,620421,5,靖远,羊羔肉,2,3,5
靖远黑瓜籽,0,0,1,1,甘肃,白银,靖远县,62,6204,620421,5,靖远,黑瓜籽,2,3,5
瓜州枸杞,1,1,0,1,甘肃,酒泉,瓜州县,62,6209,620922,4,瓜州,枸杞,2,2,4
瓜州甜瓜,0,1,0,1,甘肃,酒泉,瓜州县,62,6209,620922,4,瓜州,甜瓜,2,2,4
瓜州蜜瓜,0,1,1,1,甘肃,酒泉,瓜州县,62,6209,620922,4,瓜州,蜜瓜,2,2,4
瓜州西瓜,0,1,0,1,甘肃,酒泉,瓜州县,62,6209,620922,4,瓜州,西瓜,2,2,4
瓜州锁阳,0,1,0,1,甘肃,酒泉,瓜州县,62,6209,620922,4,瓜州,锁阳,2,2,4
喀拉布拉苹果,0,1,0,1,新疆,伊犁,新源县,65,6540,654025,6,喀拉布拉,苹果,4,2,6
酒泉夜光杯,0,0,1,1,甘肃,酒泉,肃州区,62,6209,620902,5,酒泉,夜光杯,2,3,5
酒泉洋葱,1,0,1,1,甘肃,酒泉,肃州区,62,6209,620902,4,酒泉,洋葱,2,2,4
金塔番茄,0,1,0,1,甘肃,酒泉,金塔县,62,6209,620921,4,金塔,番茄,2,2,4
哈尔腾哈萨克羊,0,1,0,1,甘肃,酒泉,阿克塞县,62,6209,620924,7,哈尔腾,哈萨克羊,3,4,7
永昌啤酒大麦,0,1,0,1,甘肃,金昌,永昌县,62,6203,620321,6,永昌,啤酒大麦,2,4,6
永昌肉羊,0,1,0,1,甘肃,金昌,永昌县,62,6203,620321,4,永昌,肉羊,2,2,4
永昌胡萝卜,0,1,0,1,甘肃,金昌,永昌县,62,6203,620321,5,永昌,胡萝卜,2,3,5
金川红辣椒,0,1,0,1,甘肃,金昌,金川区,62,6203,620302,5,金川,红辣椒,2,3,5
京东板栗,0,0,1,1,河北,唐山,遵化市,13,1302,130281,4,京东,板栗,2,2,4
两当狼牙蜜,0,0,1,1,甘肃,陇南,两当县,62,6212,621228,5,两当,狼牙蜜,2,3,5
宕昌党参,0,1,0,1,甘肃,陇南,宕昌县,62,6212,621223,4,宕昌,党参,2,2,4
宕昌大黄,0,1,0,1,甘肃,陇南,宕昌县,62,6212,621223,4,宕昌,大黄,2,2,4
泾县兰香茶,1,0,0,1,安徽,宣城,泾县,34,3418,341823,5,泾县,兰香茶,2,3,5
康县黑木耳,1,0,1,1,甘肃,陇南,康县,62,6212,621224,5,康县,黑木耳,2,3,5
旌德天山真香茶,0,1,0,1,安徽,宣城,旌德县,34,3418,341825,7,旌德,天山真香茶,2,5,7
喀拉布拉苹果,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,6,喀拉布拉,苹果,4,2,6
徽县紫皮大蒜,0,1,0,1,甘肃,陇南,徽县,62,6212,621227,6,徽县,紫皮大蒜,2,4,6
徽县银杏,0,0,1,1,甘肃,陇南,徽县,62,6212,621227,4,徽县,银杏,2,2,4
成县核桃,0,0,1,1,甘肃,陇南,成县,62,6212,621221,4,成县,核桃,2,2,4
文县绿茶,0,0,1,1,甘肃,陇南,文县,62,6212,621222,4,文县,绿茶,2,2,4
喀拉布拉苹果,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,6,喀拉布拉,苹果,4,2,6
陇南绿茶,0,1,0,1,甘肃,陇南,文县,62,6212,621222,4,陇南,绿茶,2,2,4
武都橄榄油,1,0,1,1,甘肃,陇南,武都区,62,6212,621202,5,武都,橄榄油,2,3,5
武都红芪,0,1,0,1,甘肃,陇南,武都区,62,6212,621202,4,武都,红芪,2,2,4
武都纹党参,0,1,0,1,甘肃,陇南,武都区,62,6212,621202,5,武都,纹党参,2,3,5
武都花椒,1,1,1,1,甘肃,陇南,武都区,62,6212,621202,4,武都,花椒,2,2,4
礼县大黄,0,0,1,1,甘肃,陇南,礼县,62,6212,621226,4,礼县,大黄,2,2,4
礼县苹果,0,0,1,1,甘肃,陇南,礼县,62,6212,621226,4,礼县,苹果,2,2,4
西和半夏,0,0,1,1,甘肃,陇南,西和县,62,6212,621225,4,西和,半夏,2,2,4
景阳冈酒,0,0,1,1,山东,聊城,阳谷县,37,3715,371521,4,景阳冈,酒,3,1,4
九江双蒸酒,0,0,1,1,广东,佛山,南海区,44,4406,440605,5,九江,双蒸酒,2,3,5
建宁水稻种子,1,0,0,1,福建,三明,归口三明,35,3504,350499,6,建宁,水稻种子,2,4,6
建宁通心白莲,1,0,1,1,福建,三明,归口三明,35,3504,350499,6,建宁,通心白莲,2,4,6
建宁黄花梨,0,0,1,1,福建,三明,归口三明,35,3504,350499,5,建宁,黄花梨,2,3,5
建莲,0,0,1,1,福建,三明,归口三明,35,3504,350499,2,三明,建莲,2,2,2
明溪淮山,1,1,0,1,福建,三明,归口三明,35,3504,350499,4,明溪,淮山,2,2,4
明溪红豆杉,1,0,0,1,福建,三明,归口三明,35,3504,350499,5,明溪,红豆杉,2,3,5
明溪金线莲,1,1,0,1,福建,三明,归口三明,35,3504,350499,5,明溪,金线莲,2,3,5
三元草珊瑚,0,0,1,1,福建,三明,三元区,35,3504,350403,5,三元,草珊瑚,2,3,5
三明翠碧一号烤烟,0,1,0,1,福建,三明,三元区,35,3504,350403,8,三明,翠碧一号烤烟,2,6,8
光泽厚朴,1,0,0,1,福建,南平,光泽县,35,3507,350723,4,光泽,厚朴,2,2,4
光泽溪鱼,1,0,0,1,福建,南平,光泽县,35,3507,350723,4,光泽,溪鱼,2,2,4
南平烤烟,0,1,0,1,福建,南平,延平区,35,3507,350702,4,南平,烤烟,2,2,4
延平百合,1,0,0,1,福建,南平,延平区,35,3507,350702,4,延平,百合,2,2,4
喀拉布拉桃子,0,1,0,1,新疆,伊犁,新源县,65,6540,654025,6,喀拉布拉,桃子,4,2,6
建瓯北苑贡茶,0,1,0,1,福建,南平,建瓯市,35,3507,350783,6,建瓯,北苑贡茶,2,4,6
建瓯锥栗,1,0,1,1,福建,南平,建瓯市,35,3507,350783,4,建瓯,锥栗,2,2,4
建泽泻,1,0,0,1,福建,南平,建阳区,35,3507,350703,3,,建泽泻,0,3,3
建阳建盏,0,0,1,1,福建,南平,建阳区,35,3507,350703,4,建阳,建盏,2,2,4
建阳桔柚,1,0,1,1,福建,南平,建阳区,35,3507,350703,4,建阳,桔柚,2,2,4
建阳漳墩锥栗,1,0,0,1,福建,南平,建阳区,35,3507,350703,6,建阳,漳墩锥栗,2,4,6
建阳白茶,1,0,0,1,福建,南平,建阳区,35,3507,350703,4,建阳,白茶,2,2,4
松溪红茶,1,0,0,1,福建,南平,松溪县,35,3507,350724,4,松溪,红茶,2,2,4
松溪绿茶,1,0,0,1,福建,南平,松溪县,35,3507,350724,4,松溪,绿茶,2,2,4
浦城丹桂,1,0,0,1,福建,南平,浦城县,35,3507,350722,4,浦城,丹桂,2,2,4
浦城桂花,1,0,1,1,福建,南平,浦城县,35,3507,350722,4,浦城,桂花,2,2,4
浦城薏米,1,0,1,1,福建,南平,浦城县,35,3507,350722,4,浦城,薏米,2,2,4
邵武碎铜茶,1,0,1,1,福建,南平,邵武市,35,3507,350781,5,邵武,碎铜茶,2,3,5
邵武笋干,1,0,0,1,福建,南平,邵武市,35,3507,350781,4,邵武,笋干,2,2,4
顺昌海鲜菇,1,1,0,1,福建,南平,顺昌县,35,3507,350721,5,顺昌,海鲜菇,2,3,5
顺昌竹荪,0,1,0,1,福建,南平,顺昌县,35,3507,350721,4,顺昌,竹荪,2,2,4
顺昌红肉脐橙,0,1,0,1,福建,南平,顺昌县,35,3507,350721,6,顺昌,红肉脐橙,2,4,6
顺昌芦柑,1,1,0,1,福建,南平,顺昌县,35,3507,350721,4,顺昌,芦柑,2,2,4
喀拉布拉桃子,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,6,喀拉布拉,桃子,4,2,6
宁德大黄鱼,1,0,1,1,福建,宁德,归口宁德,35,3509,350999,5,宁德,大黄鱼,2,3,5
宁德缢蛏,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,4,宁德,缢蛏,2,2,4
旧口砂梨,0,1,0,1,湖北,荆门,钟祥市,42,4208,420881,4,,旧口砂梨,0,4,4
福安刺葡萄,0,1,0,1,福建,宁德,归口宁德,35,3509,350999,5,福安,刺葡萄,2,3,5
福安巨峰葡萄,0,1,0,1,福建,宁德,归口宁德,35,3509,350999,6,福安,巨峰葡萄,2,4,6
福安水蜜桃,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,5,福安,水蜜桃,2,3,5
福安油茶油,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,5,福安,油茶油,2,3,5
福安穆阳水蜜桃,1,1,0,1,福建,宁德,归口宁德,35,3509,350999,7,福安,穆阳水蜜桃,2,5,7
福安绿笋,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,4,福安,绿笋,2,2,4
福安芙蓉李,0,1,0,1,福建,宁德,归口宁德,35,3509,350999,5,福安,芙蓉李,2,3,5
福安葡萄,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,4,福安,葡萄,2,2,4
福鼎四季柚,1,0,1,1,福建,宁德,归口宁德,35,3509,350999,5,福鼎,四季柚,2,3,5
福鼎白琳工夫,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,6,福鼎,白琳工夫,2,4,6
福鼎白茶,1,1,1,1,福建,宁德,归口宁德,35,3509,350999,4,福鼎,白茶,2,2,4
福鼎绿茶,0,0,1,1,福建,宁德,归口宁德,35,3509,350999,4,福鼎,绿茶,2,2,4
福鼎芋,1,1,1,1,福建,宁德,归口宁德,35,3509,350999,3,,福鼎芋,0,3,3
福鼎银针白毫,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,6,福鼎,银针白毫,2,4,6
福鼎黄栀子,1,0,0,1,福建,宁德,归口宁德,35,3509,350999,5,福鼎,黄栀子,2,3,5
泉州龙眼,0,1,0,1,福建,泉州,归口泉州,35,3505,350599,4,泉州,龙眼,2,2,4
福建乌龙茶,0,0,1,1,福建,泉州,归口泉州,35,3505,350599,5,福建,乌龙茶,2,3,5
漳州水仙,1,0,1,1,福建,漳州,归口漳州,35,3506,350699,4,漳州,水仙,2,2,4
漳州芦柑,1,0,0,1,福建,漳州,归口漳州,35,3506,350699,4,漳州,芦柑,2,2,4
漳州香蕉,1,0,0,1,福建,漳州,归口漳州,35,3506,350699,4,漳州,香蕉,2,2,4
漳江口大蚝,1,0,0,1,福建,漳州,归口漳州,35,3506,350699,5,,漳江口大蚝,0,5,5
华安坪山柚,1,0,0,1,福建,漳州,华安县,35,3506,350629,5,华安,坪山柚,2,3,5
华安玉雕,1,0,0,1,福建,漳州,华安县,35,3506,350629,4,华安,玉雕,2,2,4
华安铁观音,1,0,0,1,福建,漳州,华安县,35,3506,350629,5,华安,铁观音,2,3,5
漳浦大葱,1,0,0,1,福建,漳州,漳浦县,35,3506,350623,4,漳浦,大葱,2,2,4
漳浦沙西红鲟,1,0,0,1,福建,漳州,漳浦县,35,3506,350623,6,漳浦,沙西红鲟,2,4,6
漳浦穿心莲,0,1,0,1,福建,漳州,漳浦县,35,3506,350623,5,漳浦,穿心莲,2,3,5
漳浦蝴蝶兰,1,0,0,1,福建,漳州,漳浦县,35,3506,350623,5,漳浦,蝴蝶兰,2,3,5
诏安八仙茶,1,0,0,1,福建,漳州,诏安县,35,3506,350624,5,诏安,八仙茶,2,3,5
诏安柿饼,1,0,0,1,福建,漳州,诏安县,35,3506,350624,4,诏安,柿饼,2,2,4
诏安灰鹅,1,0,0,1,福建,漳州,诏安县,35,3506,350624,4,诏安,灰鹅,2,2,4
诏安苦丁茶,1,0,0,1,福建,漳州,诏安县,35,3506,350624,5,诏安,苦丁茶,2,3,5
福清白对虾,1,0,0,1,福建,福州,归口福州,35,3501,350199,5,福清,白对虾,2,3,5
福州橄榄,1,1,0,1,福建,福州,台江区,35,3501,350103,4,福州,橄榄,2,2,4
福州福桔,0,1,0,1,福建,福州,台江区,35,3501,350103,4,福州,福桔,2,2,4
福州鱼丸,1,0,0,1,福建,福州,台江区,35,3501,350103,4,福州,鱼丸,2,2,4
平潭水仙花,1,0,1,1,福建,福州,平潭县,35,3501,350128,5,平潭,水仙花,2,3,5
福州脱胎漆器,0,0,1,1,福建,福州,晋安区,35,3501,350111,6,福州,脱胎漆器,2,4,6
罗源下廪羊,1,0,0,1,福建,福州,罗源县,35,3501,350123,5,罗源,下廪羊,2,3,5
罗源秀珍菇,0,1,0,1,福建,福州,罗源县,35,3501,350123,5,罗源,秀珍菇,2,3,5
连江鲍鱼,1,1,1,1,福建,福州,连江县,35,3501,350122,4,连江,鲍鱼,2,2,4
长乐漳港海蚌,1,0,1,1,福建,福州,长乐区,35,3501,350112,6,长乐,漳港海蚌,2,4,6
长乐番薯,0,1,0,1,福建,福州,长乐区,35,3501,350112,4,长乐,番薯,2,2,4
长乐青山龙眼,1,1,0,1,福建,福州,长乐区,35,3501,350112,6,长乐,青山龙眼,2,4,6
闽侯橄榄,1,0,0,1,福建,福州,闽侯县,35,3501,350121,4,闽侯,橄榄,2,2,4
闽清粉干,1,0,0,1,福建,福州,闽清县,35,3501,350124,4,闽清,粉干,2,2,4
福州茉莉花茶,1,1,1,1,福建,福州,马尾区,35,3501,350105,6,福州,茉莉花茶,2,4,6
莆田红毛菜,1,0,1,1,福建,莆田,归口莆田,35,3503,350399,5,莆田,红毛菜,2,3,5
莆田荔枝,1,0,1,1,福建,莆田,归口莆田,35,3503,350399,4,莆田,荔枝,2,2,4
莆田龙眼,0,0,1,1,福建,莆田,归口莆田,35,3503,350399,4,莆田,龙眼,2,2,4
莆田枇杷,1,0,1,1,福建,莆田,城厢区,35,3503,350302,4,莆田,枇杷,2,2,4
莆田桂圆,0,0,1,1,福建,莆田,涵江区,35,3503,350303,4,莆田,桂圆,2,2,4
莆田牡蛎,1,0,0,1,福建,莆田,秀屿区,35,3503,350305,4,莆田,牡蛎,2,2,4
龙岩咸酥花生,1,0,1,1,福建,龙岩,归口龙岩,35,3508,350899,6,龙岩,咸酥花生,2,4,6
龙岩山麻鸭,0,1,0,1,福建,龙岩,归口龙岩,35,3508,350899,5,龙岩,山麻鸭,2,3,5
龙岩沉缸酒,0,0,1,1,福建,龙岩,归口龙岩,35,3508,350899,5,龙岩,沉缸酒,2,3,5
乃东泽帖尔,0,0,1,1,西藏,山南,乃东区,54,5405,540502,5,乃东,泽帖尔,2,3,5
加查核桃,1,0,1,1,西藏,山南,加查县,54,5405,540528,4,加查,核桃,2,2,4
扎囊氆氇,1,0,1,1,西藏,山南,扎囊县,54,5405,540521,4,扎囊,氆氇,2,2,4
喀拉布拉桃子,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,6,喀拉布拉,桃子,4,2,6
洛扎粉丝,0,0,1,1,西藏,山南,洛扎县,54,5405,540527,4,洛扎,粉丝,2,2,4
隆子黑青稞,0,0,1,1,西藏,山南,隆子县,54,5405,540529,5,隆子,黑青稞,2,3,5
隆子黑青稞糌粑,0,0,1,1,西藏,山南,隆子县,54,5405,540529,7,隆子,黑青稞糌粑,2,5,7
喀纳斯蜜瓜,0,1,0,1,新疆,阿勒泰,布尔津县,65,6543,654321,5,喀纳斯,蜜瓜,3,2,5
喀纳斯蜜瓜,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,5,喀纳斯,蜜瓜,3,2,5
尼木藏香,1,0,1,1,西藏,拉萨,尼木县,54,5401,540123,4,尼木,藏香,2,2,4
喀纳斯蜜瓜,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,5,喀纳斯,蜜瓜,3,2,5
当雄牦牛,1,0,1,1,西藏,拉萨,当雄县,54,5401,540122,4,当雄,牦牛,2,2,4
曲水藏毯,0,0,1,1,西藏,拉萨,曲水县,54,5401,540124,4,曲水,藏毯,2,2,4
卡子核桃,0,0,1,1,四川,阿坝,阿坝县,51,5132,513231,4,卡子,核桃,2,2,4
亚东鲑鱼,0,1,0,1,西藏,日喀则,亚东县,54,5402,540233,4,亚东,鲑鱼,2,2,4
亚东黑木耳,0,1,1,1,西藏,日喀则,亚东县,54,5402,540233,5,亚东,黑木耳,2,3,5
拉孜藏刀,1,0,0,1,西藏,日喀则,拉孜县,54,5402,540225,4,拉孜,藏刀,2,2,4
类乌齐牦牛肉,0,0,1,1,西藏,昌都,类乌齐县,54,5403,540323,6,类乌齐,牦牛肉,3,3,6
盐井葡萄酒,0,0,1,1,西藏,昌都,芒康县,54,5403,540328,5,盐井,葡萄酒,2,3,5
索多西辣椒酱,0,0,1,1,西藏,昌都,芒康县,54,5403,540328,6,索多西,辣椒酱,3,3,6
卡子核桃,0,0,1,1,四川,阿坝,理县,51,5132,513222,4,卡子,核桃,2,2,4
筠连苦丁茶,1,0,1,1,四川,宜宾,筠连县,51,5115,511527,5,筠连,苦丁茶,2,3,5
墨脱石锅,1,0,1,1,西藏,林芝,墨脱县,54,5404,540423,4,墨脱,石锅,2,2,4
察隅大米,0,0,1,1,西藏,林芝,察隅县,54,5404,540425,4,察隅,大米,2,2,4
工布江达藏猪,1,0,0,1,西藏,林芝,工布江达县,54,5404,540421,6,工布江达,藏猪,4,2,6
林芝天麻,0,0,1,1,西藏,林芝,巴宜区,54,5404,540402,4,林芝,天麻,2,2,4
林芝核桃,0,0,1,1,西藏,林芝,巴宜区,54,5404,540402,4,林芝,核桃,2,2,4
林芝灵芝,0,0,1,1,西藏,林芝,巴宜区,54,5404,540402,4,林芝,灵芝,2,2,4
林芝苹果,0,1,0,1,西藏,林芝,巴宜区,54,5404,540402,4,林芝,苹果,2,2,4
康巴类乌齐牦牛,1,0,0,1,西藏,昌都,类乌齐县,54,5403,540323,7,康巴,类乌齐牦牛,2,5,7
林芝蜂蜜,0,0,1,1,西藏,林芝,巴宜区,54,5404,540402,4,林芝,蜂蜜,2,2,4
朗县核桃,0,1,0,1,西藏,林芝,朗县,54,5404,540426,4,朗县,核桃,2,2,4
波密天麻,1,1,0,1,西藏,林芝,波密县,54,5404,540424,4,波密,天麻,2,2,4
米林藏鸡,0,0,1,1,西藏,林芝,米林县,54,5404,540422,4,米林,藏鸡,2,2,4
嘉黎牦牛,0,0,1,1,西藏,那曲,嘉黎县,54,5406,540621,4,,嘉黎牦牛,0,4,4
多玛羊毛,0,0,1,1,西藏,那曲,安多县,54,5406,540624,4,多玛,羊毛,2,2,4
多玛羊肉,0,0,1,1,西藏,那曲,安多县,54,5406,540624,4,多玛,羊肉,2,2,4
安多绵羊,0,0,1,1,西藏,那曲,安多县,54,5406,540624,4,安多,绵羊,2,2,4
那曲冬虫夏草,1,0,1,1,西藏,那曲,比如县,54,5406,540622,6,那曲,冬虫夏草,2,4,6
那曲虫草,1,0,0,1,西藏,那曲,色尼区,54,5406,540602,4,那曲,虫草,2,2,4
日土山羊绒,0,0,1,1,西藏,阿里,日土县,54,5425,542524,5,日土,山羊绒,2,3,5
日土白绒山羊,0,0,1,1,西藏,阿里,日土县,54,5425,542524,6,日土,白绒山羊,2,4,6
开来红辣椒,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,5,,开来红辣椒,0,5,5
开来红辣椒,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,5,,开来红辣椒,0,5,5
康县龙神茶,0,0,1,1,甘肃,陇南,康县,62,6212,621224,5,康县,龙神茶,2,3,5
六枝月亮河鸭蛋,0,1,0,1,贵州,六盘水,归口六盘水,52,5202,520299,7,六枝,月亮河鸭蛋,2,5,7
六枝魔芋,0,0,1,1,贵州,六盘水,归口六盘水,52,5202,520299,4,六枝,魔芋,2,2,4
六枝龙胆草,0,0,1,1,贵州,六盘水,六枝特区,52,5202,520203,5,六枝,龙胆草,2,3,5
水城小黄姜,0,0,1,1,贵州,六盘水,水城县,52,5202,520221,5,水城,小黄姜,2,3,5
水城春茶,0,0,1,1,贵州,六盘水,水城县,52,5202,520221,4,水城,春茶,2,2,4
水城猕猴桃,0,1,1,1,贵州,六盘水,水城县,52,5202,520221,5,水城,猕猴桃,2,3,5
水城黑山羊,0,0,1,1,贵州,六盘水,水城县,52,5202,520221,5,水城,黑山羊,2,3,5
六盘水苦荞米,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,6,六盘水,苦荞米,3,3,6
六盘水苦荞茶,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,6,六盘水,苦荞茶,3,3,6
盘县刺梨果脯,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,6,盘县,刺梨果脯,2,4,6
盘县核桃,0,1,0,1,贵州,六盘水,盘州市,52,5202,520281,4,盘县,核桃,2,2,4
盘县火腿,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,4,盘县,火腿,2,2,4
盘州红米,0,0,1,1,贵州,六盘水,盘州市,52,5202,520281,4,盘州,红米,2,2,4
平坝灰鹅,1,1,0,1,贵州,安顺,平坝区,52,5204,520403,4,平坝,灰鹅,2,2,4
安顺蜡染,0,0,1,1,贵州,安顺,普定县,52,5204,520422,4,安顺,蜡染,2,2,4
普定高脚鸡,0,0,1,1,贵州,安顺,普定县,52,5204,520422,5,普定,高脚鸡,2,3,5
紫云红心红薯,1,0,0,1,贵州,安顺,紫云县,52,5204,520425,6,紫云,红心红薯,2,4,6
紫云花猪,1,1,0,1,贵州,安顺,紫云县,52,5204,520425,4,紫云,花猪,2,2,4
安顺山药,0,1,0,1,贵州,安顺,西秀区,52,5204,520402,4,安顺,山药,2,2,4
安顺金刺梨,0,1,0,1,贵州,安顺,镇宁县,52,5204,520423,5,安顺,金刺梨,2,3,5
镇宁波波糖,0,0,1,1,贵州,安顺,镇宁县,52,5204,520423,5,镇宁,波波糖,2,3,5
毕节白萝卜,1,0,0,1,贵州,毕节,归口毕节,52,5205,520599,5,毕节,白萝卜,2,3,5
毕节白蒜,1,0,0,1,贵州,毕节,归口毕节,52,5205,520599,4,毕节,白蒜,2,2,4
科尔沁肥牛肉,0,0,1,1,内蒙古,通辽,科左中旗,15,1505,150521,6,科尔沁,肥牛肉,3,3,6
大方冬荪,0,0,1,1,贵州,毕节,大方县,52,5205,520521,4,大方,冬荪,2,2,4
大方圆珠半夏,0,0,1,1,贵州,毕节,大方县,52,5205,520521,6,大方,圆珠半夏,2,4,6
大方天麻,1,0,1,1,贵州,毕节,大方县,52,5205,520521,4,大方,天麻,2,2,4
大方漆器,1,0,1,1,贵州,毕节,大方县,52,5205,520521,4,大方,漆器,2,2,4
大方皱椒,1,1,0,1,贵州,毕节,大方县,52,5205,520521,4,大方,皱椒,2,2,4
威宁党参,0,0,1,1,贵州,毕节,威宁县,52,5205,520526,4,威宁,党参,2,2,4
威宁洋芋,1,0,0,1,贵州,毕节,威宁县,52,5205,520526,4,威宁,洋芋,2,2,4
威宁荞麦,0,0,1,1,贵州,毕节,威宁县,52,5205,520526,4,威宁,荞麦,2,2,4
织金头花蓼,0,0,1,1,贵州,毕节,织金县,52,5205,520524,5,织金,头花蓼,2,3,5
织金竹荪,1,0,1,1,贵州,毕节,织金县,52,5205,520524,4,织金,竹荪,2,2,4
织金续断,0,0,1,1,贵州,毕节,织金县,52,5205,520524,4,织金,续断,2,2,4
毕节可乐猪,0,1,0,1,贵州,毕节,赫章县,52,5205,520527,5,毕节,可乐猪,2,3,5
赫章半夏,0,0,1,1,贵州,毕节,赫章县,52,5205,520527,4,赫章,半夏,2,2,4
赫章核桃,0,0,1,1,贵州,毕节,赫章县,52,5205,520527,4,赫章,核桃,2,2,4
垦利大米,1,0,0,1,山东,东营,垦利区,37,3705,370505,4,垦利,大米,2,2,4
金沙回沙酒,0,0,1,1,贵州,毕节,金沙县,52,5205,520523,5,金沙,回沙酒,2,3,5
金沙湾子辣椒,0,1,0,1,贵州,毕节,金沙县,52,5205,520523,6,金沙湾,子辣椒,3,3,6
金沙禹谟醋,0,0,1,1,贵州,毕节,金沙县,52,5205,520523,5,金沙,禹谟醋,2,3,5
金沙贡茶,0,1,0,1,贵州,毕节,金沙县,52,5205,520523,4,金沙,贡茶,2,2,4
科尔沁肥牛肉,0,0,1,1,内蒙古,通辽,库伦旗,15,1505,150524,6,科尔沁,肥牛肉,3,3,6
贵阳折耳根,1,0,0,1,贵州,贵阳,云岩区,52,5201,520103,5,贵阳,折耳根,2,3,5
修文猕猴桃,1,0,1,1,贵州,贵阳,修文县,52,5201,520123,5,修文,猕猴桃,2,3,5
开阳富硒枇杷,0,0,1,1,贵州,贵阳,开阳县,52,5201,520121,6,开阳,富硒枇杷,2,4,6
开阳富硒茶,0,0,1,1,贵州,贵阳,开阳县,52,5201,520121,5,开阳,富硒茶,2,3,5
息烽西山贡米,0,1,0,1,贵州,贵阳,息烽县,52,5201,520122,6,息烽,西山贡米,2,4,6
清镇酥李,0,0,1,1,贵州,贵阳,清镇市,52,5201,520181,4,清镇,酥李,2,2,4
清镇黄粑,0,0,1,1,贵州,贵阳,清镇市,52,5201,520181,4,清镇,黄粑,2,2,4
科尔沁肥牛肉,0,0,1,1,内蒙古,通辽,科左后旗,15,1505,150522,6,科尔沁,肥牛肉,3,3,6
花溪辣椒,0,1,0,1,贵州,贵阳,花溪区,52,5201,520111,4,花溪,辣椒,2,2,4
习水红稗,0,0,1,1,贵州,遵义,习水县,52,5203,520330,4,习水,红稗,2,2,4
习水红茶,0,0,1,1,贵州,遵义,习水县,52,5203,520330,4,习水,红茶,2,2,4
习水麻羊,0,0,1,1,贵州,遵义,习水县,52,5203,520330,4,习水,麻羊,2,2,4
习水习酒,0,0,1,1,贵州,遵义,习水县,52,5203,520330,4,习水,习酒,2,2,4
贵州茅台酒,0,0,1,1,贵州,遵义,仁怀市,52,5203,520382,5,贵州,茅台酒,2,3,5
余庆苦丁茶,1,0,1,1,贵州,遵义,余庆县,52,5203,520329,5,余庆,苦丁茶,2,3,5
科尔沁肥牛肉,0,0,1,1,内蒙古,通辽,开鲁县,15,1505,150523,6,科尔沁,肥牛肉,3,3,6
遵义烤烟,0,1,0,1,贵州,遵义,余庆县,52,5203,520329,4,遵义,烤烟,2,2,4
凤冈富锌富硒茶,1,1,1,1,贵州,遵义,凤冈县,52,5203,520327,7,凤冈,富锌富硒茶,2,5,7
务川白山羊,0,0,1,1,贵州,遵义,务川县,52,5203,520326,5,务川,白山羊,2,3,5
遵义朝天椒,1,0,0,1,贵州,遵义,播州区,52,5203,520304,5,遵义,朝天椒,2,3,5
遵义杜仲,0,0,1,1,贵州,遵义,播州区,52,5203,520304,4,遵义,杜仲,2,2,4
桐梓蜂蜜,0,0,1,1,贵州,遵义,桐梓县,52,5203,520322,4,桐梓,蜂蜜,2,2,4
正安娃娃鱼,0,0,1,1,贵州,遵义,正安县,52,5203,520324,5,正安,娃娃鱼,2,3,5
正安白及,0,0,1,1,贵州,遵义,正安县,52,5203,520324,4,正安,白及,2,2,4
正安白茶,1,0,1,1,贵州,遵义,正安县,52,5203,520324,4,正安,白茶,2,2,4
正安野木瓜,0,0,1,1,贵州,遵义,正安县,52,5203,520324,5,正安,野木瓜,2,3,5
湄潭翠芽,1,1,1,1,贵州,遵义,湄潭县,52,5203,520328,4,湄潭,翠芽,2,2,4
遵义红,1,0,1,1,贵州,遵义,湄潭县,52,5203,520328,3,,遵义红,0,3,3
绥阳土鸡,1,0,0,1,贵州,遵义,绥阳县,52,5203,520323,4,绥阳,土鸡,2,2,4
绥阳金银花茶,1,0,1,1,贵州,遵义,绥阳县,52,5203,520323,6,绥阳,金银花茶,2,4,6
