product,shangbiao_sign,nongchanpin_sign,baohu_sign,dili_sign,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,len,area_label,prod_label,,,,
荆坪无公害蔬菜,0,0,0,0,湖南,怀化,中方县,43,4312,431221,7,荆坪,无公害蔬菜,2,5,7,
黄粉虫,0,0,0,0,湖南,怀化,中方县,43,4312,431221,3,中方,黄粉虫,2,3,3,
会同冬笋,0,0,0,0,湖南,怀化,会同县,43,4312,431225,4,会同,冬笋,2,2,4,
会同广木,0,0,0,0,湖南,怀化,会同县,43,4312,431225,4,会同,广木,2,2,4,
会同火塘腊肉,0,0,0,0,湖南,怀化,会同县,43,4312,431225,6,会同,火塘腊肉,2,4,6,
会同脐橙,0,0,0,0,湖南,怀化,会同县,43,4312,431225,4,会同,脐橙,2,2,4,
会同花醮粑,0,0,0,0,湖南,怀化,会同县,43,4312,431225,5,会同,花醮粑,2,3,5,
傩面具,0,0,0,0,湖南,怀化,会同县,43,4312,431225,3,会同,傩面具,2,3,3,
宝田茶叶,0,0,0,0,湖南,怀化,会同县,43,4312,431225,4,宝田,茶叶,2,2,4,
爆辣椒,0,0,0,0,湖南,怀化,会同县,43,4312,431225,3,会同,爆辣椒,2,3,3,
血粑香肠,0,0,0,0,湖南,怀化,会同县,43,4312,431225,4,血粑,香肠,2,2,4,
黑米饭,0,0,0,0,湖南,怀化,会同县,43,4312,431225,3,会同,黑米饭,2,3,3,
夜郎丹,0,0,0,0,湖南,怀化,新晃县,43,4312,431227,3,新晃,夜郎丹,2,3,3,
夜郎贡烟,0,0,0,0,湖南,怀化,新晃县,43,4312,431227,4,夜郎,贡烟,2,2,4,
大榜飞腿,0,0,0,0,湖南,怀化,新晃县,43,4312,431227,4,大榜,飞腿,2,2,4,
新晃干牛肉,0,0,0,0,湖南,怀化,新晃县,43,4312,431227,5,新晃,干牛肉,2,3,5,
糯米酸鱼,0,0,0,0,湖南,怀化,新晃县,43,4312,431227,4,糯米,酸鱼,2,2,4,
山中菜,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,3,沅陵,山中菜,2,3,3,
沅陵大曲,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,大曲,2,2,4,
沅陵山泡子,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,5,沅陵,山泡子,2,3,5,
沅陵晒兰,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,晒兰,2,2,4,
沅陵板栗,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,板栗,2,2,4,
沅陵灯盏窝,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,5,沅陵,灯盏窝,2,3,5,
沅陵猪脚粉,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,5,沅陵,猪脚粉,2,3,5,
沅陵碣滩茶,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,5,沅陵,碣滩茶,2,3,5,
沅陵糍粑,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,糍粑,2,2,4,
沅陵腊肉,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,腊肉,2,2,4,
沅陵茶叶,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,茶叶,2,2,4,
沅陵蜂蛹,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,蜂蛹,2,2,4,
沅陵酥糖,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,4,沅陵,酥糖,2,2,4,
沅陵麻辣牛肉干,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,7,沅陵,麻辣牛肉干,2,5,7,
穿丝篮,0,0,0,0,湖南,怀化,沅陵县,43,4312,431222,3,沅陵,穿丝篮,2,3,3,
小江河鱼,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,小江,河鱼,2,2,4,
朱红橘,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,3,溆浦,朱红橘,2,3,3,
枕头棕粑,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,枕头,棕粑,2,2,4,
柴火腊肉,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,柴火,腊肉,2,2,4,
湘蕾金银花,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,5,湘蕾,金银花,2,3,5,
溆浦土鸡,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,溆浦,土鸡,2,2,4,
溆浦枣子,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,溆浦,枣子,2,2,4,
溆浦棕子,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,溆浦,棕子,2,2,4,
溆浦片片桔,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,5,溆浦,片片桔,2,3,5,
溆浦猕猴桃,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,5,溆浦,猕猴桃,2,3,5,
溆浦红枣,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,溆浦,红枣,2,2,4,
溆浦莲藕,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,溆浦,莲藕,2,2,4,
溆浦黑木耳,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,5,溆浦,黑木耳,2,3,5,
片子牛肉,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,片子,牛肉,2,2,4,
牛肚炖蘑芋,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,5,牛肚,炖蘑芋,2,3,5,
右江蛤蚧,0,0,0,0,广西,百色,右江区,45,4510,451002,4,右江,蛤蚧,2,2,4,
蒿菜糍粑,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,蒿菜,糍粑,2,2,4,
虾哔哔小龙虾,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,6,,虾哔哔小龙虾,0,6,6,
龙潭火腿,0,0,0,0,湖南,怀化,溆浦县,43,4312,431224,4,龙潭,火腿,2,2,4,
小葱鲜鱿芋头饼,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,7,小葱,鲜鱿芋头饼,2,5,7,
芷江葱把鸭,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,5,芷江,葱把鸭,2,3,5,
芷江藕心香糖,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,6,芷江,藕心香糖,2,4,6,
芷江酸萝卜,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,5,芷江,酸萝卜,2,3,5,
芷江金秋梨,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,5,芷江,金秋梨,2,3,5,
芷江马头羊,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,5,芷江,马头羊,2,3,5,
辣白莱,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,3,芷江,辣白莱,2,3,3,
酸辣湖南粉,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,5,酸辣,湖南粉,2,3,5,
酸辣红烧羊肉,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,6,酸辣,红烧羊肉,2,4,6,
雁江金秋梨,0,0,0,0,四川,资阳,雁江区,51,5120,512002,5,雁江,金秋梨,2,3,5,
高山葡萄,0,0,0,0,湖南,怀化,芷江县,43,4312,431228,4,芷江,高山葡萄,2,4,4,
三屯西瓜,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,4,三屯,西瓜,2,2,4,
九角尖山竹笋,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,6,九角,尖山竹笋,2,4,6,
毛狗肉,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,3,辰溪,毛狗肉,2,3,3,
湘西粉糍粑,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,5,湘西,粉糍粑,2,3,5,
灌肠粑,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,3,辰溪,灌肠粑,2,3,3,
辰州香柚,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,4,辰州,香柚,2,2,4,
辰溪火炕鱼,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,5,辰溪,火炕鱼,2,3,5,
中鱼石,0,0,0,0,山东,济南,市中区,37,3701,370103,3,市中,中鱼石,2,3,3,
蒋海扒的葱担角,0,0,0,0,湖北,孝感,汉川市,42,4209,420984,7,蒋海,扒的葱担角,2,5,7,
辰溪酸萝卜,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,5,辰溪,酸萝卜,2,3,5,
金毛乌肉鸡,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,5,金毛,乌肉鸡,2,3,5,
雪峰山茶油,0,0,0,0,湖南,怀化,辰溪县,43,4312,431223,5,雪峰,山茶油,2,3,5,
侗乡蕨粑,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,侗乡,蕨粑,2,2,4,
巴马麻鸡,0,0,0,0,广西,河池,巴马县,45,4512,451227,4,巴马,麻鸡,2,2,4,
侗族油茶,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,侗族,油茶,2,2,4,
都安沙纸,0,0,0,0,广西,河池,都安县,45,4512,451228,4,,都安沙纸,0,4,4,
剁辣子姜,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,,剁辣子姜,0,4,4,
峒王酒,0,0,0,0,湖南,怀化,通道县,43,4312,431230,3,通道,峒王酒,2,3,3,
楚云仙茶,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,,楚云仙茶,0,4,4,
腌制香酸鱼,0,0,0,0,湖南,怀化,通道县,43,4312,431230,5,腌制,香酸鱼,2,3,5,
臭菜根,0,0,0,0,湖南,怀化,通道县,43,4312,431230,3,通道,臭菜根,2,3,3,
苗乡酸汤鱼,0,0,0,0,湖南,怀化,通道县,43,4312,431230,5,苗乡,酸汤鱼,2,3,5,
蜜饯茶,0,0,0,0,湖南,怀化,通道县,43,4312,431230,3,通道,蜜饯茶,2,3,3,
通道侗家腌肉,0,0,0,0,湖南,怀化,通道县,43,4312,431230,6,通道,侗家腌肉,2,4,6,
通道侗织锦,0,0,0,0,湖南,怀化,通道县,43,4312,431230,5,通道,侗织锦,2,3,5,
通道合龙饭,0,0,0,0,湖南,怀化,通道县,43,4312,431230,5,通道,合龙饭,2,3,5,
通道生姜,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,通道,生姜,2,2,4,
通道腌鱼,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,通道,腌鱼,2,2,4,
通道花菇,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,通道,花菇,2,2,4,
通道蜜饯茶,0,0,0,0,湖南,怀化,通道县,43,4312,431230,5,通道,蜜饯茶,2,3,5,
酸汤豆腐,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,通道,酸汤豆腐,2,4,4,
野生藤茶,0,0,0,0,湖南,怀化,通道县,43,4312,431230,4,通道,野生藤茶,2,4,4,
八龙油板栗,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,5,八龙油,板栗,3,2,5,
杨梅酒,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,3,靖州,杨梅酒,2,3,3,
苗侗热油茶,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,5,苗侗热,油茶,3,2,5,
苗家糯米饭,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,5,苗家,糯米饭,2,3,5,
靖州木洞杨梅,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,6,靖州,木洞杨梅,2,4,6,
靖州绣花鞋,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,5,靖州,绣花鞋,2,3,5,
靖州药食用菌,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,6,靖州,药食用菌,2,4,6,
靖州蜜饯,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,4,靖州,蜜饯,2,2,4,
靖州血橙,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,4,靖州,血橙,2,2,4,
靖州雕花蜜饯,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,6,靖州,雕花蜜饯,2,4,6,
高山苗米,0,0,0,0,湖南,怀化,靖州县,43,4312,431229,4,高山,苗米,2,2,4,
冰糖甜橙,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,4,冰糖,甜橙,2,2,4,
怀化牛角雕,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,5,怀化,牛角雕,2,3,5,
怀化鸭子粉,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,5,怀化,鸭子粉,2,3,5,
糯米甜酒,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,4,糯米,甜酒,2,2,4,
致中和五加皮酒,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,7,,致中和五加皮酒,0,7,7,
血粑鸭子,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,4,,血粑鸭子,0,4,4,
雪峰山野生甜茶,0,0,0,0,湖南,怀化,鹤城区,43,4312,431202,7,雪峰山,野生甜茶,3,4,7,
农家小炒肉,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,麻阳,农家小炒肉,2,5,5,
十八怪腊肉,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,十八怪,腊肉,3,2,5,
炒蕨菜,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,3,麻阳,炒蕨菜,2,3,3,
锦江泉酒,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,4,锦江,泉酒,2,2,4,
麻阳冰糖橙,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,麻阳,麻阳冰糖橙,2,5,5,
麻阳刺葡萄,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,麻阳,刺葡萄,2,3,5,
麻阳无籽西瓜,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,6,麻阳,无籽西瓜,2,4,6,
麻阳桃,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,3,麻阳,麻阳桃,2,3,3,
麻阳猕猴桃,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,麻阳,猕猴桃,2,3,5,
麻阳红烧鹅,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,5,麻阳,红烧鹅,2,3,5,
麻阳麻鸭,0,0,0,0,湖南,怀化,麻阳县,43,4312,431226,4,麻阳,麻鸭,2,2,4,
大蒜，生姜,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,大蒜,，生姜,2,3,5,
富里茄子,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,富里,茄子,2,2,4,
凤山活血,0,0,0,0,广西,河池,凤山县,45,4512,451223,4,凤山,活血,2,2,4,
攸县油茶,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,攸县,油茶,2,2,4,
攸县血鸭,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,攸县,血鸭,2,2,4,
攸县辣椒,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,攸县,辣椒,2,2,4,
攸县辣椒酱,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,攸县,辣椒酱,2,3,5,
攸县香干,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,攸县,香干,2,2,4,
攸县香干钵,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,攸县,香干钵,2,3,5,
酱小土豆,0,0,0,0,辽宁,沈阳,沈北新区,21,2101,210113,4,,酱小土豆,0,4,4,
醴陵小炒肉,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,醴陵,小炒肉,2,3,5,
醴陵炒粉,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,醴陵,炒粉,2,2,4,
醴陵焙肉,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,醴陵,焙肉,2,2,4,
醴陵草鸭,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,醴陵,草鸭,2,2,4,
醴陵辣椒,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,醴陵,辣椒,2,2,4,
醴陵酱板鸭,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,醴陵,酱板鸭,2,3,5,
醴陵黄菜,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,4,醴陵,黄菜,2,2,4,
釉下五彩瓷,0,0,0,0,湖南,株洲,归口株洲,43,4302,430299,5,株洲,釉下五彩瓷,2,5,5,
乡村豆腐皮,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,乡村,豆腐皮,2,3,5,
带皮口味蛇,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,带皮,口味蛇,2,3,5,
干锅手撕鸡,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,干锅手,撕鸡,3,2,5,
海米芹菜,0,0,0,0,湖南,株洲,天元区,43,4302,430211,4,海米,芹菜,2,2,4,
清汤柴把鸭,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,清汤,柴把鸭,2,3,5,
湖南酱板鸭,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,湖南,酱板鸭,2,3,5,
艾叶米果,0,0,0,0,湖南,株洲,天元区,43,4302,430211,4,艾叶,米果,2,2,4,
来宾葛根,0,0,0,0,广西,来宾,归口来宾,45,4513,451399,4,来宾,葛根,2,2,4,
麻仁香酥鸭,0,0,0,0,湖南,株洲,天元区,43,4302,430211,5,麻仁,香酥鸭,2,3,5,
姜爆飘香鸭,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,5,姜爆,飘香鸭,2,3,5,
株洲什锦菜,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,5,株洲,什锦菜,2,3,5,
株洲油茶,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,4,株洲,油茶,2,2,4,
株洲香菇,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,4,株洲,香菇,2,2,4,
米线鱼,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,3,株洲,米线鱼,2,3,3,
酸辣米豆腐,0,0,0,0,湖南,株洲,株洲县,43,4302,430221,5,株洲,酸辣米豆腐,2,5,5,
新世纪梨,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,4,炎陵,新世纪梨,2,4,4,
清水笋,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,3,炎陵,清水笋,2,3,3,
炎陵十碗荤,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,5,炎陵,十碗荤,2,3,5,
炎陵柰李,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,4,炎陵,柰李,2,2,4,
炎陵段木香菇,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,6,炎陵,段木香菇,2,4,6,
炎陵腊肉,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,4,炎陵,腊肉,2,2,4,
炎陵酿豆腐,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,5,炎陵,酿豆腐,2,3,5,
炎陵香菇,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,4,炎陵,香菇,2,2,4,
炎陵魔芋,0,0,0,0,湖南,株洲,炎陵县,43,4302,430225,4,炎陵,魔芋,2,2,4,
口味蛇,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,3,石峰,口味蛇,2,3,3,
沙坡里腊菜,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,5,沙坡,里腊菜,2,3,5,
玫瑰香米,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,4,玫瑰,香米,2,2,4,
金秀黄笋,0,0,0,0,广西,来宾,金秀县,45,4513,451324,4,金秀,黄笋,2,2,4,
菊花鱼,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,3,石峰,菊花鱼,2,3,3,
血卤鸭,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,3,石峰,血卤鸭,2,3,3,
铁板牛肉,0,0,0,0,湖南,株洲,石峰区,43,4302,430204,4,铁板,牛肉,2,2,4,
什锦豆腐,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,4,什锦,豆腐,2,2,4,
唐人神香肠,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,5,芦淞,唐人神香肠,2,5,5,
姚家坝西瓜,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,5,姚家,坝西瓜,2,3,5,
牛骨高汤粉,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,5,牛骨,高汤粉,2,3,5,
矮子馅饼,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,4,芦淞,矮子馅饼,2,4,4,
豆腐虾仁,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,4,豆腐,虾仁,2,2,4,
高山雪晶梨,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,5,高山,雪晶梨,2,3,5,
黄古鱼煮豆腐,0,0,0,0,湖南,株洲,芦淞区,43,4302,430203,6,黄古鱼,煮豆腐,3,3,6,
湘东水煮鱼,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,5,湘东,水煮鱼,2,3,5,
组庵鱼翅,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,4,组庵,鱼翅,2,2,4,
茶陵生姜,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,4,茶陵,生姜,2,2,4,
茶陵白芷,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,4,茶陵,白芷,2,2,4,
茶陵紫皮大蒜,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,6,茶陵,紫皮大蒜,2,4,6,
茶陵脐橙,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,4,茶陵,脐橙,2,2,4,
茶陵豆腐乳,0,0,0,0,湖南,株洲,茶陵县,43,4302,430224,5,茶陵,豆腐乳,2,3,5,
八宝果饭,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,4,八宝,果饭,2,2,4,
排骨烧马蹄,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,5,排骨,烧马蹄,2,3,5,
杂瓣海参,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,4,杂瓣,海参,2,2,4,
忻城豆浆,0,0,0,0,广西,来宾,忻城县,45,4513,451321,4,忻城,豆浆,2,2,4,
素烧萝卜球,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,5,素烧,萝卜球,2,3,5,
荷塘红烧寒菌,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,6,荷塘,红烧寒菌,2,4,6,1
蝶屏花卉苗木,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,6,蝶屏,花卉苗木,2,4,6,
雪里红炒肉末,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,6,雪里红,炒肉末,3,3,6,
魔芋烧鸭,0,0,0,0,湖南,株洲,荷塘区,43,4302,430202,4,魔芋,烧鸭,2,2,4,
三味辣椒,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,三味,辣椒,2,2,4,
九嶷香柰李,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,九嶷,香柰李,2,3,5,
九嶷黄豆,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,九嶷,黄豆,2,2,4,
乡村小炒鸡,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,乡村,小炒鸡,2,3,5,
什锦火锅,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,什锦,火锅,2,2,4,
墨鱼豆腐丝,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,墨鱼,豆腐丝,2,3,5,
大锡喝螺,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,大锡,喝螺,2,2,4,
宁远山苍子,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,宁远,山苍子,2,3,5,
宁远水晶梨,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,宁远,水晶梨,2,3,5,
宁远红瓜子,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,宁远,红瓜子,2,3,5,
宁远肉馅豆腐,0,0,0,0,湖南,永州,归口永州,43,4311,431199,6,宁远,肉馅豆腐,2,4,6,
宁远血鸭,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,宁远,血鸭,2,2,4,
永州口味虾,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,永州,口味虾,2,3,5,
尖椒爆田鸡,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,尖椒,爆田鸡,2,3,5,
干锅手撕包菜,0,0,0,0,湖南,永州,归口永州,43,4311,431199,6,干锅手,撕包菜,3,3,6,
文明米粉,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,文明,米粉,2,2,4,
柚皮红烧肉,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,柚皮,红烧肉,2,3,5,
柚皮蒸排骨,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,柚皮,蒸排骨,2,3,5,
桃川无骨板鸭,0,0,0,0,湖南,永州,归口永州,43,4311,431199,6,桃川,无骨板鸭,2,4,6,
桃川香芋,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,桃川,香芋,2,2,4,
永州猕猴桃,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,永州,猕猴桃,2,3,5,
永州瑶族工艺美术,0,0,0,0,湖南,永州,归口永州,43,4311,431199,8,永州,瑶族工艺美术,2,6,8,
永州瑶珍大米,0,0,0,0,湖南,永州,归口永州,43,4311,431199,6,永州,瑶珍大米,2,4,6,
江华腐乳,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,江华,腐乳,2,2,4,
江永香米,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,江永,香米,2,2,4,
江永香菇,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,江永,香菇,2,2,4,
湘妃竹,0,0,0,0,湖南,永州,归口永州,43,4311,431199,3,永州,湘妃竹,2,3,3,
源口香米,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,源口,香米,2,2,4,
焦盐兔片,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,焦盐,兔片,2,2,4,
珠坝白苦瓜,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,珠坝,白苦瓜,2,3,5,
瑶乡八宝被,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,瑶乡,八宝被,2,3,5,
瑶寨高山小鱼干,0,0,0,0,湖南,永州,归口永州,43,4311,431199,7,瑶寨,高山小鱼干,2,5,7,
瑶族小鱼干,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,永州,瑶族小鱼干,2,5,5,
瑶族马尾帽,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,瑶族,马尾帽,2,3,5,
祁阳乌梅,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,祁阳,乌梅,2,2,4,
祁阳文明米粉,0,0,0,0,湖南,永州,归口永州,43,4311,431199,6,祁阳,文明米粉,2,4,6,
祁阳油炸粑,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,祁阳,油炸粑,2,3,5,
祁阳油茶,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,祁阳,油茶,2,2,4,
祁阳笔鱼,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,祁阳,笔鱼,2,2,4,
祁阳草席,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,祁阳,草席,2,2,4,
福洞生姜,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,福洞,生姜,2,2,4,
禾亭水粉,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,禾亭,水粉,2,2,4,
老鸭笋尖,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,老鸭,笋尖,2,2,4,
苦瓜酿肉,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,苦瓜,酿肉,2,2,4,
蒜茸豆腐,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,,蒜茸豆腐,0,4,4,
通气筷子,0,0,0,0,湖南,永州,归口永州,43,4311,431199,4,通气,筷子,2,2,4,
道县红瓜子,0,0,0,0,湖南,永州,归口永州,43,4311,431199,5,道县,红瓜子,2,3,5,
